g1.gid,g2.gid,ged,hungarian,vj,beam5,beam10
344,904,85,85,85,85,85
344,1042,48,48,48,48,48
344,1345,37,37,37,37,37
344,1131,57,57,57,57,57
344,855,33,33,33,33,33
344,243,92,100,100,92,92
344,1227,196,202,198,196,196
344,630,92,92,92,92,92
344,1180,77,77,77,77,77
344,742,173,175,183,173,173
344,1321,96,96,96,96,96
344,1207,94,94,94,94,94
344,378,161,161,161,161,161
344,298,157,173,173,157,157
344,1148,128,128,128,128,128
344,170,209,227,209,217,217
344,137,95,107,107,95,95
344,827,756,868,840,756,756
344,1439,161,179,179,161,161
344,1270,191,207,207,199,191
344,535,95,95,95,95,95
344,943,18,18,18,18,18
344,286,86,86,86,86,86
344,1149,105,119,119,105,105
344,1002,92,94,92,92,92
344,149,85,85,85,85,85
344,941,299,427,391,299,299
344,1039,65,65,65,65,65
344,939,82,82,82,82,82
344,1108,78,78,78,78,80
344,710,0,0,0,0,0
344,415,160,160,164,178,178
344,673,89,89,89,93,89
344,258,90,90,90,90,90
344,1269,326,392,400,326,326
344,497,64,64,64,64,64
344,1017,57,57,57,57,57
344,189,100,100,100,100,100
344,860,18,18,18,18,18
344,609,120,128,126,120,120
344,159,92,110,114,92,92
344,603,343,343,343,343,343
344,281,57,57,57,57,57
344,862,117,117,117,135,129
344,893,92,92,92,92,92
344,109,60,60,60,60,60
344,1161,57,57,57,57,57
344,112,146,158,162,146,146
344,358,83,83,83,83,83
344,874,520,652,662,520,520
344,256,74,74,74,74,74
344,339,89,89,89,89,89
344,45,103,105,105,103,103
344,721,85,85,85,85,85
344,1056,82,82,82,82,82
344,1388,72,72,72,72,72
344,72,86,86,86,86,86
344,683,91,91,91,91,91
344,1145,64,64,64,64,64
344,1400,113,113,113,113,113
344,408,92,110,114,92,92
344,1344,73,73,73,73,73
344,333,128,130,128,130,130
344,196,94,100,100,94,94
344,982,146,162,168,146,146
344,433,88,88,88,92,88
344,1181,37,37,37,37,37
344,25,111,113,115,111,111
344,391,70,70,70,70,70
344,1166,57,57,57,57,57
344,1083,67,67,67,67,67
344,953,85,85,85,85,85
344,1068,0,0,0,0,0
344,882,18,18,18,18,18
344,15,90,90,90,90,90
344,1015,61,61,61,61,61
344,138,107,107,107,111,111
344,508,375,375,375,375,375
344,322,93,93,93,93,93
344,441,92,92,92,92,92
344,1230,116,116,116,116,116
344,48,94,94,94,94,94
344,128,96,96,96,98,96
344,43,100,100,100,100,100
344,75,167,167,167,167,167
344,858,113,131,133,113,119
344,1319,54,54,54,54,54
344,680,33,33,33,33,33
344,240,43,43,43,43,43
344,364,0,0,0,0,0
344,375,93,93,93,93,93
344,282,57,57,57,57,57
344,1043,37,37,37,37,37
344,626,104,104,104,110,122
344,1387,105,119,119,105,105
344,1190,18,18,18,18,18
344,588,100,100,100,100,100
344,894,78,78,78,78,78
344,164,98,98,98,98,98
344,315,57,57,57,57,57
344,639,117,117,117,121,121
344,1059,60,60,60,60,60
344,1426,131,131,131,147,147
344,1283,74,74,74,74,74
344,226,100,100,100,100,100
344,368,101,101,101,101,101
344,554,80,80,80,80,80
344,730,91,91,91,99,95
344,344,0,0,0,0,0
344,460,82,82,82,82,82
344,568,80,80,80,80,80
344,633,32,32,32,32,32
344,1144,66,66,66,66,66
344,728,110,116,116,114,110
344,35,94,94,94,94,94
344,1357,73,73,73,73,73
344,145,91,91,91,91,91
344,1141,41,41,41,41,41
344,455,98,98,98,98,98
344,1430,61,61,61,61,61
344,932,97,97,97,97,97
344,332,148,148,148,184,172
344,179,63,63,63,63,63
344,617,68,68,68,68,68
344,900,312,312,312,312,312
344,98,33,33,33,33,33
344,1349,53,53,53,55,55
344,1138,85,85,85,85,85
344,1048,204,284,284,204,204
344,28,33,33,33,33,33
344,889,33,33,33,33,33
344,1294,0,0,0,0,0
344,1074,110,128,126,110,110
344,436,97,97,97,101,97
344,994,375,375,375,375,375
344,716,403,403,403,403,403
344,806,312,312,312,312,312
344,1499,57,57,57,57,57
344,317,83,87,87,83,83
344,1346,273,321,321,273,273
344,172,75,75,75,75,75
344,397,588,588,588,588,588
344,192,162,164,162,172,172
344,829,18,18,18,18,18
344,40,95,95,95,95,95
344,178,95,95,95,95,95
344,887,808,904,920,808,808
344,81,70,70,70,70,70
344,336,111,111,111,111,111
344,971,375,375,375,375,375
344,158,117,117,117,123,123
344,264,588,588,588,588,588
344,27,588,588,588,588,588
344,76,74,74,74,74,74
344,225,73,73,73,75,75
344,837,98,98,98,98,98
344,153,73,73,73,73,73
344,1225,96,102,102,96,96
344,279,54,54,54,54,54
344,11,83,83,83,83,83
344,681,181,279,265,181,181
344,576,312,312,312,312,312
344,517,85,85,85,85,85
344,302,59,59,59,59,59
344,1165,91,91,91,91,91
344,1248,18,18,18,18,18
344,635,375,375,375,375,375
344,1183,169,169,169,169,169
344,91,84,92,92,84,84
344,1146,37,37,37,37,37
344,1497,89,89,89,93,93
344,916,155,161,163,155,155
344,722,91,91,91,91,91
344,880,18,18,18,18,18
344,682,97,97,97,105,105
344,260,100,100,100,100,100
344,278,172,180,178,172,172
344,1389,69,69,69,69,69
344,117,132,140,140,132,132
344,61,63,63,63,63,63
344,793,109,109,109,109,109
344,709,375,375,375,375,375
344,587,95,95,95,97,97
344,51,53,53,53,53,53
344,1290,132,144,144,132,132
344,432,129,131,131,129,129
344,961,85,85,85,85,85
344,294,95,95,95,99,99
344,111,118,118,118,148,148
344,55,121,121,121,125,125
344,1113,0,0,0,0,0
344,685,483,607,603,483,483
344,348,88,88,88,88,88
344,21,90,90,90,146,90
344,53,121,129,129,121,121
344,842,82,82,82,82,82
344,60,128,128,128,128,128
344,340,588,588,588,588,588
344,371,90,90,90,90,90
344,1363,91,93,93,91,91
344,1258,273,321,321,273,273
344,257,57,57,57,57,57
344,119,84,84,84,84,84
344,1123,37,37,37,37,37
344,693,58,58,58,58,58
344,1281,48,48,48,48,48
344,723,94,94,94,104,100
344,579,89,89,89,89,89
344,946,756,868,852,756,756
344,37,67,67,67,67,67
344,469,134,184,182,134,134
344,1327,75,75,75,75,75
344,367,116,116,116,116,116
344,292,100,100,100,100,100
344,745,0,0,0,0,0
344,753,124,124,124,132,130
344,1061,174,192,190,174,174
344,924,375,375,375,375,375
344,181,74,74,74,74,74
344,173,101,101,101,101,101
344,613,113,113,113,145,113
344,1427,125,141,135,131,125
344,1464,74,74,74,74,74
344,1340,91,91,91,93,93
344,661,100,112,112,100,100
344,748,78,78,78,78,78
344,198,89,89,89,89,95
344,227,75,75,75,75,75
344,537,181,279,265,181,181
344,290,102,102,102,102,102
344,69,129,129,129,129,129
344,654,889,1029,1029,889,889
344,429,29,29,29,29,29
344,951,98,98,98,98,98
344,1375,137,137,137,147,147
344,464,81,81,81,81,81
344,453,76,76,76,76,76
344,610,99,103,103,99,99
344,1139,65,65,65,65,65
344,1080,93,93,93,99,99
344,165,90,92,92,90,90
344,13,112,112,114,112,112
344,775,312,312,312,312,312
344,1331,78,78,78,78,78
344,26,588,588,588,588,588
344,356,177,183,183,177,177
344,414,92,92,92,108,108
344,330,124,124,124,124,124
344,65,130,130,130,138,134
344,905,429,429,429,429,429
344,241,265,303,309,265,265
344,958,110,110,110,118,118
344,470,623,623,623,623,623
344,1370,18,18,18,18,18
344,815,33,33,33,33,33
344,1209,213,319,321,213,213
344,592,164,190,184,164,164
344,68,113,113,113,153,113
344,1086,75,75,75,75,75
344,1472,144,148,148,144,144
344,1237,61,61,61,61,61
344,571,89,89,89,89,89
344,1079,62,62,62,62,62
344,506,81,81,81,81,81
344,651,86,86,86,94,86
344,97,88,88,88,88,88
344,886,110,112,112,110,110
344,239,179,181,181,179,179
344,662,78,78,78,78,78
344,1358,57,57,57,57,57
344,744,18,18,18,18,18
344,1208,73,73,73,73,73
344,774,98,98,98,98,98
344,1096,106,122,118,106,106
344,699,0,0,0,0,0
344,1383,57,57,57,57,57
344,1288,80,80,80,80,80
344,527,375,375,375,375,375
344,94,588,588,588,588,588
344,144,81,81,81,81,81
344,271,100,108,108,100,100
344,477,84,84,84,84,84
344,493,117,117,117,125,125
344,268,187,237,235,187,187
344,1272,0,0,0,0,0
344,186,94,94,94,104,104
344,735,756,868,840,756,756
344,382,83,83,83,83,83
344,341,57,57,57,57,57
344,762,84,84,84,84,84
344,1473,88,88,88,88,88
344,629,95,95,95,95,95
344,1278,85,85,85,85,85
344,187,81,81,81,81,81
344,703,88,88,88,88,88
344,442,609,609,609,609,609
344,36,94,94,94,128,94
344,1037,255,363,359,255,255
344,743,312,312,312,312,312
344,1022,118,118,118,118,118
344,485,100,100,100,100,100
344,232,63,63,63,63,63
344,1193,0,0,0,0,0
344,707,0,0,0,0,0
344,236,74,74,74,74,74
344,416,83,83,83,83,83
344,664,97,97,97,97,97
344,287,82,82,82,82,82
344,1465,63,63,63,63,63
344,342,57,57,57,57,57
344,370,94,94,94,96,96
344,963,18,18,18,18,18
344,1372,273,337,337,273,273
344,738,88,88,88,88,88
344,509,375,375,375,375,375
344,80,105,105,105,105,105
344,266,78,78,78,78,78
344,274,105,107,107,105,105
344,468,77,77,77,77,77
344,67,101,101,101,101,101
344,115,98,98,98,98,98
344,671,104,106,104,106,106
344,1111,0,0,0,0,0
344,131,54,54,54,54,54
344,746,89,89,89,89,89
344,1224,670,806,802,670,670
344,1038,446,608,616,446,446
344,577,375,375,375,375,375
344,599,321,321,321,321,321
344,84,88,88,88,92,88
344,9,104,104,104,114,114
344,269,136,144,136,148,148
344,228,108,108,108,108,108
344,328,109,109,109,109,109
344,550,62,62,62,62,62
344,561,33,33,33,33,33
344,1484,41,41,41,41,41
344,1001,185,219,227,185,185
344,660,97,97,97,97,97
344,1218,61,61,61,61,61
344,990,149,149,155,153,149
344,679,343,343,343,343,343
344,1276,18,18,18,18,18
344,1456,104,104,104,112,104
344,38,142,142,142,146,150
344,1309,86,86,86,92,92
344,163,65,65,65,65,65
344,193,104,104,104,108,108
344,1350,18,18,18,18,18
344,199,183,189,189,183,197
344,1246,57,57,57,57,57
344,937,0,0,0,0,0
344,402,84,84,84,84,84
348,956,126,128,126,146,146
348,1013,88,88,88,172,172
348,1109,145,145,145,229,229
348,272,99,145,145,99,99
348,1420,180,182,188,180,180
348,1249,314,336,326,314,314
348,899,63,63,63,139,139
348,1361,20,38,40,20,20
348,162,89,117,119,89,89
348,643,8,18,18,8,8
348,920,858,882,890,858,858
348,991,636,688,692,636,636
348,942,42,46,44,42,42
348,78,16,42,42,16,16
348,327,9,9,15,35,23
348,1492,55,87,93,55,55
348,1313,592,664,662,592,592
348,54,29,51,55,29,29
348,1413,18,26,42,18,18
348,717,69,91,91,69,69
348,1066,35,79,73,35,35
348,563,106,106,106,190,190
348,169,171,193,197,171,171
348,1202,88,88,88,172,172
348,62,8,8,16,22,22
348,1178,207,221,207,213,213
348,666,1491,1555,1557,1491,1491
348,686,17,25,23,17,17
348,904,19,23,31,19,19
348,1042,54,70,68,54,54
348,1345,125,125,125,209,209
348,1131,145,145,145,229,229
348,855,63,63,63,139,139
348,243,56,72,68,56,56
348,1227,134,178,180,134,134
348,630,14,18,14,34,34
348,1180,33,51,51,47,33
348,742,99,123,125,99,99
348,1321,64,102,108,66,64
348,1207,6,6,6,6,6
348,378,203,271,287,203,203
348,298,231,263,255,233,231
348,1148,62,104,98,62,62
348,170,163,183,173,163,163
348,137,47,73,71,51,47
348,827,858,882,890,858,858
348,1439,189,237,257,189,189
348,1270,149,197,189,149,149
348,535,21,45,41,21,21
348,943,106,106,106,190,190
348,286,12,12,12,12,12
348,1149,93,133,141,109,93
348,1002,30,56,60,30,30
348,149,33,41,35,33,33
348,941,387,455,453,387,387
348,1039,53,57,53,77,53
348,939,16,22,16,22,16
348,1108,24,62,52,30,24
348,710,88,88,88,172,172
348,415,96,116,118,96,96
348,673,11,23,27,11,11
348,258,24,52,58,24,24
348,1269,414,474,488,414,414
348,497,86,86,90,98,98
348,1017,145,145,145,229,229
348,189,188,188,188,272,272
348,860,106,106,106,190,190
348,609,46,74,72,46,46
348,159,136,180,186,136,136
348,603,431,431,431,515,515
348,281,145,145,145,229,229
348,862,55,63,63,55,55
348,893,40,64,64,40,40
348,109,40,40,40,42,42
348,1161,145,145,145,229,229
348,112,76,96,98,76,76
348,358,27,55,47,33,27
348,874,622,656,646,622,622
348,256,98,120,116,98,98
348,339,23,23,27,41,41
348,45,29,35,33,29,29
348,721,19,31,27,19,19
348,1056,36,52,52,36,36
348,1388,30,48,54,30,30
348,72,70,94,92,70,70
348,683,9,17,9,27,27
348,1145,38,56,62,38,38
348,1400,77,123,115,77,77
348,408,136,180,186,136,136
348,1344,29,39,47,29,29
348,333,52,52,60,54,54
348,196,46,96,88,46,46
348,982,134,176,176,134,134
348,433,84,100,108,94,84
348,1181,125,125,125,209,209
348,25,33,59,59,33,33
348,391,32,40,40,32,32
348,1166,145,145,145,229,229
348,1083,21,29,21,39,39
348,953,25,41,41,25,25
348,1068,88,88,88,172,172
348,882,106,106,106,190,190
348,15,18,18,18,28,22
348,1015,41,53,63,41,41
348,138,41,65,61,41,41
348,508,463,463,463,547,547
348,322,23,27,27,23,23
348,441,26,36,42,26,26
348,1230,84,124,120,84,84
348,48,90,124,124,90,90
348,128,26,46,48,26,26
348,43,188,188,188,272,272
348,75,177,223,225,177,177
348,858,63,77,63,65,65
348,1319,156,172,182,156,156
348,680,63,63,63,139,139
348,240,109,111,117,109,109
348,364,88,88,88,172,172
348,375,27,41,45,27,27
348,282,145,145,145,229,229
348,1043,125,125,125,209,209
348,626,50,58,58,62,50
348,1387,93,133,141,109,93
348,1190,106,106,106,190,190
348,588,22,50,50,22,22
348,894,24,28,30,24,24
348,164,20,44,38,22,20
348,315,145,145,145,229,229
348,639,49,65,65,49,49
348,1059,40,40,40,42,42
348,1426,77,113,109,77,77
348,1283,98,116,120,98,98
348,226,188,188,188,272,272
348,368,141,151,157,141,141
348,554,22,38,38,22,22
348,730,31,43,47,31,31
348,344,88,88,88,172,172
348,460,116,174,170,116,116
348,568,28,54,50,28,28
348,633,126,126,126,146,146
348,1144,52,74,72,52,52
348,728,34,48,48,34,34
348,35,6,6,6,6,6
348,1357,41,65,85,47,41
348,145,17,41,41,17,17
348,1141,63,63,71,127,127
348,455,36,64,62,36,36
348,1430,35,35,35,53,53
348,932,19,43,49,19,19
348,332,80,80,80,102,102
348,179,37,37,43,45,45
348,617,50,72,72,50,50
348,900,400,400,400,484,484
348,98,63,63,63,139,139
348,1349,93,101,103,95,93
348,1138,11,11,11,47,15
348,1048,306,330,330,306,306
348,28,63,63,63,139,139
348,889,63,63,63,139,139
348,1294,88,88,88,172,172
348,1074,106,132,128,106,106
348,436,47,47,49,53,53
348,994,463,463,463,547,547
348,716,491,527,525,511,491
348,806,400,400,400,484,484
348,1499,145,145,145,229,229
348,317,125,177,181,125,125
348,1346,361,397,393,361,361
348,172,43,45,43,43,43
348,397,676,676,676,760,760
348,192,96,112,122,96,96
348,829,106,106,106,190,190
348,40,25,39,39,25,25
348,178,21,31,43,21,21
348,887,896,954,954,896,896
348,81,62,84,84,62,62
348,336,213,245,245,213,213
348,971,463,463,463,547,547
348,158,53,67,77,53,53
348,264,676,676,676,760,760
348,27,676,676,676,760,760
348,76,98,116,120,98,98
348,225,37,71,69,45,37
348,837,20,44,38,20,20
348,153,25,25,31,29,29
348,1225,40,44,52,40,40
348,279,66,82,76,66,66
348,11,5,5,5,35,35
348,681,283,301,305,283,283
348,576,400,400,400,484,484
348,517,19,31,31,19,19
348,302,43,69,69,43,43
348,1165,9,9,17,27,27
348,1248,106,106,106,190,190
348,635,463,463,463,547,547
348,1183,257,327,337,257,257
348,91,78,80,78,82,82
348,1146,125,125,125,209,209
348,1497,43,43,49,53,53
348,916,85,97,93,85,85
348,722,15,45,41,15,15
348,880,106,106,106,190,190
348,682,29,53,43,29,29
348,260,20,48,38,28,20
348,278,120,132,128,120,120
348,1389,33,35,39,33,33
348,117,62,86,86,62,62
348,61,39,65,61,39,39
348,793,39,57,57,39,39
348,709,463,463,463,547,547
348,587,25,29,29,25,25
348,51,49,65,71,49,49
348,1290,112,156,152,112,112
348,432,55,71,77,55,55
348,961,27,27,27,41,41
348,294,17,17,21,25,25
348,111,92,102,102,92,96
348,55,63,89,95,63,63
348,1113,88,88,88,172,172
348,685,585,611,621,585,585
348,348,0,0,0,0,0
348,21,68,108,108,68,68
348,53,147,203,191,147,147
348,842,34,52,34,36,36
348,60,138,174,178,138,138
348,340,676,676,676,760,760
348,371,18,18,18,26,28
348,1363,23,27,33,23,23
348,1258,361,397,393,361,361
348,257,145,145,145,229,229
348,119,210,210,212,210,210
348,1123,125,125,125,209,209
348,693,160,170,174,160,160
348,1281,150,160,166,150,150
348,723,34,34,34,42,42
348,579,11,15,15,11,11
348,946,858,882,896,858,858
348,37,33,33,37,35,35
348,469,158,180,180,158,158
348,1327,41,45,41,55,55
348,367,46,46,46,50,50
348,292,188,188,188,272,272
348,745,88,88,88,172,172
348,753,58,86,76,58,58
348,1061,202,256,264,202,202
348,924,463,463,463,547,547
348,181,44,56,56,46,44
348,173,203,219,237,203,203
348,613,53,53,53,73,73
348,1427,63,115,113,63,71
348,1464,98,120,120,98,98
348,1340,35,53,51,35,35
348,661,40,72,70,40,40
348,748,114,122,114,122,118
348,198,29,65,65,45,29
348,227,43,45,43,43,43
348,537,283,301,305,283,283
348,290,30,60,56,30,30
348,69,59,83,83,59,69
348,654,991,1027,1031,991,991
348,429,85,85,89,109,109
348,951,30,62,48,30,30
348,1375,113,179,169,113,113
348,464,33,39,33,47,33
348,453,106,124,132,106,106
348,610,33,47,47,33,33
348,1139,37,51,51,37,37
348,1080,65,93,99,83,65
348,165,20,36,36,50,20
348,13,34,64,60,34,34
348,775,400,400,400,484,484
348,1331,10,10,10,40,40
348,26,676,676,676,760,760
348,356,163,201,197,169,163
348,414,44,56,60,44,44
348,330,104,148,152,104,104
348,65,82,98,98,82,82
348,905,531,571,565,531,531
348,241,293,357,361,313,293
348,958,44,74,68,44,44
348,470,725,735,735,725,725
348,1370,106,106,106,190,190
348,815,63,63,63,139,139
348,1209,321,351,353,321,321
348,592,104,138,142,104,104
348,68,159,177,181,159,159
348,1086,27,51,45,27,27
348,1472,90,142,140,90,90
348,1237,35,35,35,53,53
348,571,11,15,15,11,11
348,1079,40,56,58,40,40
348,506,19,35,47,43,19
348,651,24,60,68,40,24
348,97,8,8,8,38,38
348,886,32,60,60,32,32
348,239,181,195,193,181,181
348,662,24,30,30,24,24
348,1358,145,145,145,229,229
348,744,106,106,106,190,190
348,1208,41,81,81,47,41
348,774,20,42,28,46,20
348,1096,42,92,94,42,42
348,699,88,88,88,172,172
348,1383,145,145,145,229,229
348,1288,22,38,38,22,22
348,527,463,463,463,547,547
348,94,676,676,676,760,760
348,144,21,23,23,21,21
348,271,94,128,108,94,94
348,477,14,14,22,44,44
348,493,51,57,51,55,55
348,268,199,253,249,199,199
348,1272,88,88,88,172,172
348,186,76,126,110,76,76
348,735,858,882,890,858,858
348,382,5,5,5,35,35
348,341,145,145,145,229,229
348,762,22,30,26,22,22
348,1473,20,26,22,20,20
348,629,17,41,39,17,21
348,1278,19,31,27,19,19
348,187,21,23,23,21,21
348,703,22,50,46,22,22
348,442,711,719,721,711,711
348,36,30,34,30,54,54
348,1037,343,385,397,343,343
348,743,400,400,400,484,484
348,1022,220,226,226,220,220
348,485,26,54,46,26,26
348,232,137,151,153,137,159
348,1193,88,88,88,172,172
348,707,88,88,88,172,172
348,236,30,42,36,62,30
348,416,5,5,5,31,17
348,664,59,83,85,59,59
348,287,36,46,46,36,36
348,1465,39,61,61,39,39
348,342,145,145,145,229,229
348,370,22,30,30,32,22
348,963,106,106,106,190,190
348,1372,361,405,399,361,361
348,738,12,28,28,12,12
348,509,463,463,463,547,547
348,80,21,41,43,21,21
348,266,18,18,30,24,24
348,274,49,65,63,49,49
348,468,79,101,89,79,79
348,67,19,43,43,19,37
348,115,20,28,40,20,20
348,671,30,36,38,30,30
348,1111,88,88,88,172,172
348,131,66,82,76,66,66
348,746,11,23,27,11,11
348,1224,758,832,824,758,758
348,1038,534,596,612,534,534
348,577,463,463,463,547,547
348,599,415,415,415,445,445
348,84,84,100,108,94,84
348,9,36,56,66,36,36
348,269,76,80,76,78,78
348,228,28,52,44,28,28
348,328,35,49,49,35,35
348,550,52,52,52,54,54
348,561,63,63,63,139,139
348,1484,63,63,71,127,127
348,1001,273,335,323,273,273
348,660,15,27,29,15,15
348,1218,35,35,35,53,53
348,990,101,127,113,101,101
348,679,431,431,431,515,515
348,1276,106,106,106,190,190
348,1456,72,114,114,72,72
348,38,76,114,112,76,76
348,1309,12,12,12,12,12
348,163,33,39,33,39,39
348,193,142,146,150,142,142
348,1350,106,106,106,190,190
348,199,119,161,155,119,119
348,1246,145,145,145,229,229
348,937,88,88,88,172,172
348,402,20,40,40,20,20
356,1013,183,183,183,321,321
356,899,164,164,164,288,288
356,1361,183,203,205,183,183
356,643,177,197,201,177,183
356,942,159,173,159,221,213
356,78,173,207,203,173,183
356,327,186,196,200,186,186
356,54,186,196,196,186,186
356,1413,179,209,189,189,179
356,563,191,191,191,339,339
356,1202,183,183,183,321,321
356,62,185,199,201,185,187
356,686,184,198,206,186,184
356,904,176,196,202,176,176
356,1042,177,177,177,221,221
356,1345,198,198,198,358,358
356,855,164,164,164,288,288
356,1180,192,204,192,194,194
356,1207,183,201,201,183,183
356,535,176,198,198,176,176
356,943,191,191,191,339,339
356,286,171,203,193,175,171
356,149,202,204,208,202,204
356,939,181,187,185,181,181
356,1108,189,207,189,191,189
356,710,183,183,183,321,321
356,673,182,200,196,182,182
356,258,183,191,183,189,189
356,860,191,191,191,339,339
356,109,145,179,145,187,187
356,358,186,204,210,196,186
356,339,172,202,200,172,172
356,45,152,194,196,152,152
356,721,176,204,196,176,176
356,1056,187,201,193,187,187
356,1388,185,207,199,185,185
356,683,182,198,202,182,182
356,1145,195,195,201,201,233
356,1344,186,206,200,186,186
356,1181,198,198,198,358,358
356,391,177,205,177,185,185
356,1083,188,206,188,196,198
356,953,188,202,188,190,194
356,1068,183,183,183,321,321
356,882,191,191,191,339,339
356,15,179,193,199,179,179
356,1015,194,196,194,234,234
356,322,194,202,212,198,194
356,441,179,201,197,181,179
356,128,169,199,199,171,169
356,680,164,164,164,288,288
356,364,183,183,183,321,321
356,375,168,198,198,168,174
356,1043,198,198,198,358,358
356,1190,191,191,191,339,339
356,588,169,197,203,169,169
356,894,185,201,185,187,187
356,164,183,203,203,183,183
356,1059,161,179,161,187,183
356,554,189,207,207,189,189
356,730,172,198,200,172,176
356,344,183,183,183,321,321
356,568,195,213,209,197,195
356,1144,161,169,161,181,213
356,35,185,201,201,185,185
356,1357,188,208,188,198,208
356,145,180,190,198,180,182
356,1141,156,156,156,274,262
356,1430,152,152,152,212,212
356,932,166,196,198,172,166
356,179,202,202,208,214,214
356,617,131,173,131,185,185
356,98,164,164,164,288,288
356,1349,176,178,176,242,250
356,1138,182,196,194,196,182
356,28,164,164,164,288,288
356,889,164,164,164,288,288
356,1294,183,183,183,321,321
356,172,196,204,202,196,196
356,829,191,191,191,339,339
356,40,170,198,194,170,170
356,178,172,198,198,172,172
356,81,139,141,139,207,207
356,225,188,202,194,192,188
356,837,183,203,201,183,183
356,153,202,208,202,204,204
356,279,151,151,157,221,221
356,11,178,194,196,178,178
356,517,178,202,200,178,180
356,302,198,200,198,200,200
356,1165,180,196,202,184,180
356,1248,191,191,191,339,339
356,1146,198,198,198,358,358
356,722,180,204,206,180,180
356,880,191,191,191,339,339
356,682,158,198,198,164,158
356,260,169,195,189,169,169
356,1389,166,178,166,204,204
356,61,184,206,184,184,184
356,587,170,202,202,170,170
356,51,182,192,188,182,206
356,961,190,204,196,190,190
356,294,164,194,200,164,164
356,1113,183,183,183,321,321
356,348,183,201,197,183,185
356,842,187,197,191,187,187
356,371,177,203,201,177,185
356,1363,186,206,204,186,186
356,1123,198,198,198,358,358
356,579,182,204,202,184,182
356,37,162,174,162,198,198
356,1327,182,196,182,206,194
356,745,183,183,183,321,321
356,181,165,203,201,167,165
356,227,196,204,202,196,196
356,429,168,168,170,264,264
356,464,190,200,190,190,190
356,1139,166,176,166,200,200
356,165,185,187,197,185,189
356,1331,179,195,195,179,185
356,1370,191,191,191,339,339
356,815,164,164,164,288,288
356,1086,192,210,192,194,214
356,1237,152,152,152,212,212
356,571,190,206,202,190,190
356,1079,189,207,189,203,203
356,506,180,206,202,180,188
356,651,169,203,189,169,191
356,97,185,193,203,185,185
356,662,185,201,185,187,187
356,744,191,191,191,339,339
356,1208,188,208,188,198,208
356,774,183,205,203,189,183
356,699,183,183,183,321,321
356,1288,187,207,197,187,189
356,144,188,208,208,188,188
356,477,175,187,187,175,185
356,1272,183,183,183,321,321
356,382,178,194,196,178,186
356,762,177,201,207,177,177
356,1473,173,203,197,199,173
356,629,174,198,202,174,174
356,1278,176,204,202,176,176
356,187,188,208,208,188,188
356,703,185,203,195,193,185
356,485,169,199,199,169,169
356,1193,183,183,183,321,321
356,707,183,183,183,321,321
356,236,179,191,199,179,205
356,416,180,194,196,180,188
356,287,187,205,195,187,187
356,1465,180,182,180,184,184
356,370,169,197,199,169,169
356,963,191,191,191,339,339
356,738,173,199,201,173,173
356,80,178,200,194,178,186
356,266,185,201,185,187,187
356,67,176,202,202,176,182
356,115,183,205,197,183,183
356,1111,183,183,183,321,321
356,131,151,151,157,221,221
356,746,172,200,198,172,172
356,228,169,193,189,171,169
356,550,145,153,145,209,179
356,561,164,164,164,288,288
356,1484,156,156,156,274,262
356,660,174,198,200,178,174
356,1218,152,152,152,212,212
356,1276,191,191,191,339,339
356,1309,181,203,195,181,187
356,163,190,212,190,202,202
356,1350,191,191,191,339,339
356,937,183,183,183,321,321
356,402,181,203,199,181,181
356,956,187,187,189,305,305
356,1109,204,204,204,378,378
356,272,178,194,188,178,178
356,1420,199,199,203,343,343
356,1249,339,339,341,389,389
356,162,166,192,198,166,166
356,920,783,783,795,867,867
356,991,627,653,627,641,641
356,1492,170,190,206,170,196
356,1313,561,669,667,561,561
356,717,174,174,174,178,178
356,1066,172,192,202,174,172
356,169,226,238,230,226,226
356,1178,200,200,204,222,222
356,666,1468,1530,1560,1468,1468
356,1131,204,204,204,378,378
356,243,151,193,193,151,151
356,1227,115,211,197,115,115
356,630,163,193,195,167,163
356,742,104,172,184,104,120
356,1321,167,199,197,167,167
356,378,184,184,202,210,210
356,298,248,260,284,248,248
356,1148,121,173,185,121,121
356,170,138,210,212,138,138
356,137,170,198,204,170,170
356,827,783,783,795,867,867
356,1439,222,234,254,222,222
356,1270,158,182,200,158,158
356,1149,178,178,188,180,222
356,1002,181,197,193,181,181
356,941,392,422,414,392,398
356,1039,166,166,166,216,202
356,415,145,187,179,145,145
356,1269,375,445,445,375,389
356,497,145,145,147,247,165
356,1017,204,204,204,378,378
356,189,213,213,213,421,421
356,609,147,189,197,147,147
356,159,173,173,173,269,269
356,603,372,372,374,664,664
356,281,204,204,204,378,378
356,862,136,188,190,136,136
356,893,179,197,201,179,195
356,1161,204,204,204,378,378
356,112,109,185,183,109,109
356,874,581,585,581,631,629
356,256,125,125,125,233,165
356,72,173,173,173,183,179
356,1400,138,170,138,182,182
356,408,173,173,173,269,269
356,333,133,177,191,133,133
356,196,187,199,199,189,187
356,982,77,139,147,77,77
356,433,153,153,177,195,195
356,25,150,188,196,150,150
356,1166,204,204,204,378,378
356,138,156,192,190,156,156
356,508,398,398,398,696,696
356,1230,143,159,161,143,143
356,48,177,177,187,195,259
356,43,213,213,213,421,421
356,75,158,218,216,158,158
356,858,160,188,200,160,160
356,1319,181,183,181,301,301
356,240,172,188,184,172,256
356,282,204,204,204,378,378
356,626,161,179,203,161,175
