g1.gid,g2.gid,ged,hungarian,vj,beam5,beam10
508,340,213,213,213,213,213
508,1258,202,202,202,202,242
508,257,318,318,318,318,318
508,119,291,291,291,291,291
508,693,317,317,317,317,317
508,1281,327,327,327,327,327
508,723,433,433,433,433,433
508,946,421,457,489,421,421
508,469,319,319,319,319,319
508,367,445,445,445,445,445
508,292,275,275,275,275,275
508,753,429,429,429,429,429
508,1061,303,303,303,321,321
508,924,0,0,0,0,0
508,173,274,274,274,274,274
508,613,414,414,414,414,414
508,1427,400,400,400,400,400
508,1464,379,379,379,379,379
508,1340,432,432,432,432,432
508,661,435,435,435,435,435
508,748,353,353,353,353,353
508,198,434,434,434,434,434
508,537,194,194,194,194,194
508,290,453,453,453,453,453
508,69,412,412,412,412,412
508,654,514,766,778,514,514
508,951,443,443,443,443,443
508,1375,350,350,350,350,350
508,453,371,371,371,371,371
508,610,450,450,450,450,450
508,1080,406,406,406,406,406
508,13,449,449,449,449,449
508,775,63,63,63,63,63
508,26,213,213,213,213,213
508,356,392,398,398,392,392
508,414,427,427,427,427,427
508,330,359,359,359,359,359
508,65,397,397,397,397,397
508,905,166,166,166,166,166
508,241,376,380,376,376,376
508,958,443,443,443,443,443
508,470,248,248,248,248,248
508,1209,262,262,262,262,262
508,592,425,429,431,425,425
508,68,318,318,318,318,318
508,1472,385,385,385,385,385
508,886,449,449,449,449,449
508,239,432,434,436,432,432
508,1358,318,318,318,318,318
508,1096,421,421,421,421,421
508,1383,318,318,318,318,318
508,527,0,0,0,0,0
508,94,213,213,213,213,213
508,271,375,375,375,375,375
508,493,436,436,436,436,436
508,268,332,332,332,332,332
508,186,387,387,387,387,387
508,735,421,457,489,421,421
508,341,318,318,318,318,318
508,442,234,234,234,234,234
508,36,433,433,433,433,433
508,1037,310,310,310,310,310
508,743,63,63,63,63,63
508,1022,257,257,257,257,257
508,232,344,344,344,344,344
508,664,404,404,404,404,404
508,342,318,318,318,318,318
508,1372,202,202,202,202,242
508,509,0,0,0,0,0
508,274,436,436,436,436,436
508,468,398,398,398,398,398
508,671,453,453,453,453,453
508,1224,599,663,663,599,599
508,1038,415,423,423,445,415
508,577,0,0,0,0,0
508,599,62,62,62,62,62
508,84,395,395,395,395,395
508,9,439,439,439,439,439
508,269,417,417,417,417,417
508,328,446,446,446,446,446
508,1001,232,232,232,236,236
508,990,404,406,404,404,404
508,679,32,32,32,32,32
508,1456,391,391,391,391,391
508,38,387,387,387,387,387
508,193,349,349,349,349,349
508,199,446,452,448,446,446
508,1246,318,318,318,318,318
1230,956,110,112,110,180,180
1230,1109,133,133,133,199,199
1230,272,83,123,127,103,83
1230,1420,122,122,122,220,216
1230,1249,276,280,280,276,276
1230,162,107,115,111,107,107
1230,920,820,860,858,820,820
1230,991,582,644,682,582,582
1230,1492,55,109,113,55,55
1230,1313,522,660,688,522,522
1230,717,43,43,77,65,65
1230,1066,73,97,103,73,73
1230,169,133,181,173,133,133
1230,1178,121,121,121,235,229
1230,666,1407,1571,1543,1407,1407
1230,1131,133,133,133,199,199
1230,243,62,124,116,66,62
1230,1227,108,178,178,116,108
1230,630,70,108,124,76,70
1230,742,87,145,139,87,87
1230,1321,80,124,122,80,80
1230,378,143,201,189,143,143
1230,298,187,243,239,187,187
1230,1148,48,90,104,48,48
1230,170,131,189,195,131,131
1230,137,67,113,117,67,77
1230,827,820,860,858,820,820
1230,1439,131,251,239,131,131
1230,1270,123,169,179,135,123
1230,1149,63,87,87,63,63
1230,1002,76,122,120,76,76
1230,941,313,431,437,313,313
1230,1039,81,93,95,81,81
1230,415,88,128,132,96,88
1230,1269,338,462,462,338,338
1230,497,88,90,88,96,96
1230,1017,133,133,133,199,199
1230,189,158,158,158,242,242
1230,609,82,122,116,82,82
1230,159,124,152,180,124,124
1230,603,347,347,347,485,485
1230,281,133,133,133,199,199
1230,862,53,111,117,69,53
1230,893,94,116,122,106,94
1230,1161,133,133,133,199,199
1230,112,78,138,116,78,78
1230,874,584,612,636,584,584
1230,256,86,86,86,108,108
1230,72,66,78,78,66,66
1230,1400,33,65,67,33,33
1230,408,124,152,180,124,124
1230,333,50,116,118,50,50
1230,196,76,122,122,76,76
1230,982,88,128,128,88,88
1230,433,34,34,34,52,86
1230,25,79,119,117,79,79
1230,1166,133,133,133,199,199
1230,138,67,117,117,75,67
1230,508,379,379,379,517,517
1230,1230,0,0,0,0,0
1230,48,76,136,126,130,76
1230,43,158,158,158,242,242
1230,75,111,209,207,123,111
1230,858,59,83,109,59,67
1230,1319,106,106,106,174,174
1230,240,117,117,117,133,133
1230,282,133,133,133,199,199
1230,626,56,100,106,56,56
1230,1387,63,87,87,63,63
1230,315,133,133,133,199,199
1230,639,59,115,113,59,59
1230,1426,85,109,123,85,85
1230,1283,86,90,86,108,108
1230,226,158,158,158,242,242
1230,368,103,149,159,103,103
1230,460,94,94,104,100,100
1230,633,110,112,110,198,180
1230,728,62,118,128,78,62
1230,455,82,118,120,82,82
1230,332,112,132,140,120,112
1230,900,316,316,316,454,454
1230,1048,268,280,270,268,268
1230,1074,68,138,138,68,68
1230,436,61,111,127,61,61
1230,994,379,379,379,517,517
1230,716,423,423,425,465,465
1230,806,316,316,316,454,454
1230,1499,133,133,133,199,199
1230,317,115,115,143,125,129
1230,1346,327,347,343,327,327
1230,397,592,592,592,730,730
1230,192,78,146,128,78,78
1230,887,822,908,920,854,822
1230,336,167,169,167,209,197
1230,971,379,379,379,517,517
1230,158,61,105,115,61,61
1230,264,592,592,592,730,730
1230,27,592,592,592,730,730
1230,76,86,86,86,108,108
1230,1225,84,106,128,88,84
1230,681,245,271,261,245,245
1230,576,316,316,316,454,454
1230,635,379,379,379,517,517
1230,1183,207,241,243,207,207
1230,91,58,66,66,58,58
1230,1497,79,107,119,79,93
1230,916,71,137,135,71,71
1230,278,82,156,158,82,82
1230,117,68,108,104,68,68
1230,793,77,113,123,77,77
1230,709,379,379,379,517,517
1230,1290,70,94,108,78,70
1230,432,59,115,115,61,59
1230,111,64,86,106,64,64
1230,55,71,113,119,71,71
1230,685,547,583,575,547,547
1230,21,36,36,36,88,88
1230,53,99,117,125,99,111
1230,60,110,116,116,110,110
1230,340,592,592,592,730,730
1230,1258,327,347,343,327,327
1230,257,133,133,133,199,199
1230,119,118,118,118,216,216
1230,693,130,130,134,204,204
1230,1281,118,118,152,174,174
1230,723,72,110,116,72,72
1230,946,820,850,864,820,820
1230,469,120,172,146,120,120
1230,367,70,114,118,70,70
1230,292,158,158,158,242,242
1230,753,64,110,122,64,64
1230,1061,140,258,244,140,140
1230,924,379,379,379,517,517
1230,173,153,161,153,213,213
1230,613,43,85,115,69,43
1230,1427,43,105,101,43,43
1230,1464,86,90,86,108,108
1230,1340,85,111,103,85,85
1230,661,78,124,130,78,78
1230,748,86,92,86,108,108
1230,198,71,113,121,71,71
1230,537,245,271,261,245,245
1230,290,74,118,116,74,80
1230,69,85,101,117,85,85
1230,654,953,1001,1017,953,953
1230,951,66,106,122,66,72
1230,1375,93,135,117,93,93
1230,453,80,94,80,116,116
1230,610,83,121,115,89,83
1230,1080,79,119,119,79,79
1230,13,88,120,114,88,88
1230,775,316,316,316,454,454
1230,26,592,592,592,730,730
1230,356,85,159,161,85,85
1230,414,64,104,114,64,64
1230,330,88,106,108,94,88
1230,65,54,120,122,54,54
1230,905,493,513,541,493,493
1230,241,209,351,349,209,209
1230,958,80,118,120,80,80
1230,470,659,659,659,747,747
1230,1209,249,315,327,249,249
1230,592,82,156,160,82,82
1230,68,121,171,167,121,121
1230,1472,80,136,128,80,92
1230,886,82,128,120,84,82
1230,239,137,165,169,137,137
1230,1358,133,133,133,199,199
1230,1096,68,94,112,68,68
1230,1383,133,133,133,199,199
1230,527,379,379,379,517,517
1230,94,592,592,592,730,730
1230,271,46,90,90,46,116
1230,493,61,107,125,61,77
1230,268,125,225,233,125,125
1230,186,72,98,98,72,72
1230,735,820,860,858,820,820
1230,341,133,133,133,199,199
1230,442,637,637,637,751,751
1230,36,54,110,120,88,54
1230,1037,259,387,379,259,259
1230,743,316,316,316,454,454
1230,1022,178,178,196,260,260
1230,232,89,89,91,131,131
1230,664,25,25,53,25,25
1230,342,133,133,133,199,199
1230,1372,327,361,351,327,327
1230,509,379,379,379,517,517
1230,274,77,109,119,77,77
1230,468,53,53,53,89,89
1230,671,80,114,130,80,80
1230,1224,682,820,850,682,682
1230,1038,450,588,604,450,450
1230,577,379,379,379,517,517
1230,599,325,325,325,477,477
1230,84,34,34,34,52,86
1230,9,60,122,118,60,60
1230,269,52,118,120,52,52
1230,328,73,105,117,73,73
1230,1001,215,271,285,215,229
1230,990,73,139,145,77,73
1230,679,347,347,347,485,485
1230,1456,22,22,54,30,30
1230,38,56,120,124,56,56
1230,193,64,88,90,64,64
1230,199,117,169,179,117,117
1230,1246,133,133,133,199,199
48,956,90,90,90,160,160
48,1109,97,97,97,213,213
48,272,119,135,127,119,119
48,1420,106,106,106,192,192
48,1249,218,294,290,368,218
48,162,85,111,125,85,85
48,920,834,834,854,840,840
48,991,570,680,674,570,630
48,1492,59,109,95,65,59
48,1313,516,674,674,516,516
48,717,35,99,103,53,35
48,1066,83,113,107,85,83
48,169,157,167,157,169,169
48,1178,117,117,117,173,173
48,666,1419,1583,1565,1421,1419
48,1131,97,97,97,213,213
48,243,56,98,112,56,56
48,1227,146,216,206,146,148
48,630,92,116,116,116,92
48,742,151,167,165,155,151
48,1321,48,106,108,48,56
48,378,173,211,209,173,173
48,298,223,223,223,231,231
48,1148,106,136,138,106,106
48,170,195,205,195,211,211
48,137,81,81,93,85,95
48,827,834,834,854,840,840
48,1439,119,201,197,123,119
48,1270,187,197,195,187,187
48,1149,105,129,107,105,105
48,1002,62,116,114,82,62
48,941,353,469,445,353,353
48,1039,67,107,103,67,67
48,415,146,146,154,152,152
48,1269,342,456,430,342,352
48,497,70,102,70,74,74
48,1017,97,97,97,213,213
48,189,106,106,106,256,256
48,609,100,110,112,100,100
48,159,82,134,138,88,82
48,603,349,349,349,499,499
48,281,97,97,97,213,213
48,862,115,117,123,119,115
48,893,78,100,98,78,78
48,1161,97,97,97,213,213
48,112,136,140,148,136,136
48,874,532,640,652,616,532
48,256,54,110,98,54,54
48,72,70,70,98,100,82
48,1400,77,123,131,77,83
48,408,82,134,138,88,82
48,333,106,128,116,106,106
48,196,68,98,96,68,72
48,982,112,176,174,112,112
48,433,62,96,90,102,62
48,25,97,111,105,97,97
48,1166,97,97,97,213,213
48,138,71,115,109,71,75
48,508,381,381,381,531,531
48,1230,98,136,126,98,98
48,48,0,0,84,0,0
48,43,106,106,106,256,256
48,75,123,217,181,165,123
48,858,103,115,123,109,103
48,1319,110,110,110,138,138
48,240,75,95,95,77,75
48,282,97,97,97,213,213
48,626,82,108,116,82,88
48,1387,105,129,107,105,105
48,315,97,97,97,213,213
48,639,99,117,123,99,107
48,1426,111,139,137,129,111
48,1283,64,98,98,64,64
48,226,106,106,106,256,256
48,368,111,133,111,123,219
48,460,104,128,126,104,192
48,633,90,90,90,160,160
48,728,92,118,104,92,92
48,455,82,108,106,82,86
48,332,138,138,150,148,148
48,900,318,318,318,468,468
48,1048,210,278,248,210,360
48,1074,28,116,120,28,28
48,436,63,89,89,83,63
48,994,381,381,381,531,531
48,716,409,409,409,473,473
48,806,318,318,318,468,468
48,1499,97,97,97,213,213
48,317,83,107,113,83,89
48,1346,293,341,339,293,299
48,397,594,594,594,744,744
48,192,138,160,154,138,146
48,887,854,936,956,854,854
48,336,177,177,177,283,283
48,971,381,381,381,531,531
48,158,89,121,121,105,89
48,264,594,594,594,744,744
48,27,594,594,594,744,744
48,76,98,98,98,168,168
48,1225,66,116,108,88,66
48,681,253,253,265,265,349
48,576,318,318,318,468,468
48,635,381,381,381,531,531
48,1183,221,243,235,221,221
48,91,50,118,116,50,50
48,1497,67,93,95,67,79
48,916,137,151,149,137,137
48,278,170,182,176,170,170
48,117,116,126,118,116,116
48,793,95,107,105,95,95
48,709,381,381,381,531,531
48,1290,110,140,130,134,110
48,432,111,119,123,111,111
48,111,122,136,146,122,122
48,55,77,117,119,77,77
48,685,565,579,595,565,565
48,21,66,116,126,66,82
48,53,163,163,165,175,175
48,60,128,162,156,128,128
48,340,594,594,594,744,744
48,1258,293,341,339,293,299
48,257,97,97,97,213,213
48,119,114,114,114,172,172
48,693,114,114,114,222,222
48,1281,102,102,104,222,134
48,723,78,102,108,78,78
48,946,834,834,864,840,840
48,469,82,158,176,82,82
48,367,108,116,122,108,112
48,292,106,106,106,256,256
48,753,116,122,124,120,116
48,1061,132,212,210,140,132
48,924,381,381,381,531,531
48,173,131,131,131,273,169
48,613,97,123,133,97,97
48,1427,97,137,137,97,97
48,1464,98,98,98,168,168
48,1340,73,101,99,81,73
48,661,78,102,100,84,78
48,748,100,126,126,152,100
48,198,97,119,119,119,97
48,537,253,253,265,265,349
48,290,94,110,116,94,94
48,69,101,133,141,101,101
48,654,895,1021,1019,895,895
48,951,66,108,110,66,66
48,1375,109,147,145,137,109
48,453,46,102,102,46,46
48,610,81,117,109,81,81
48,1080,37,101,93,37,37
48,13,102,110,108,102,102
48,775,318,318,318,468,468
48,26,594,594,594,744,744
48,356,107,177,187,123,107
48,414,60,110,110,60,60
48,330,102,126,136,102,102
48,65,108,128,136,108,108
48,905,529,571,535,529,529
48,241,227,335,327,227,227
48,958,100,108,112,102,100
48,470,629,629,629,709,709
48,1209,229,305,335,229,229
48,592,124,170,174,154,124
48,68,173,175,173,229,229
48,1472,106,150,152,106,106
48,886,92,110,106,92,92
48,239,163,211,209,163,163
48,1358,97,97,97,213,213
48,1096,80,114,104,80,108
48,1383,97,97,97,213,213
48,527,381,381,381,531,531
48,94,594,594,594,744,744
48,271,92,136,136,92,92
48,493,111,119,113,111,111
48,268,163,253,233,163,163
48,186,70,100,96,94,70
48,735,834,834,854,840,840
48,341,97,97,97,213,213
48,442,615,615,615,723,723
48,36,60,112,100,78,60
48,1037,287,375,381,287,321
48,743,318,318,318,468,468
48,1022,172,176,172,274,274
48,232,101,101,109,137,137
48,664,115,123,119,115,115
48,342,97,97,97,213,213
48,1372,293,355,347,293,293
48,509,381,381,381,531,531
48,274,93,115,117,97,93
48,468,43,97,97,43,43
48,671,94,114,114,94,96
48,1224,684,836,846,684,688
48,1038,460,614,616,460,462
48,577,381,381,381,531,531
48,599,327,327,327,443,443
48,84,62,96,90,102,62
48,9,84,104,106,84,84
48,269,108,108,130,130,124
48,328,91,105,113,91,91
48,1001,225,293,289,241,225
48,990,119,149,165,135,119
48,679,349,349,349,499,499
48,1456,94,126,134,94,94
48,38,124,146,150,136,124
48,193,114,138,114,116,116
48,199,139,193,187,139,139
48,1246,97,97,97,213,213
43,956,68,68,68,68,68
43,1109,43,43,43,43,43
43,272,179,179,179,187,185
43,1420,52,52,52,52,52
43,1249,158,158,158,158,158
43,162,171,171,173,183,183
43,920,656,816,800,656,656
43,991,448,448,448,448,448
43,1492,151,151,153,151,151
43,1313,448,512,532,448,448
43,717,133,133,133,133,133
43,1066,153,153,153,153,153
43,169,151,151,151,151,151
43,1178,61,63,63,61,61
43,666,1303,1595,1597,1303,1303
43,1131,43,43,43,43,43
43,243,152,152,152,152,152
43,1227,240,258,260,240,240
43,630,174,174,174,174,174
43,742,233,233,233,233,233
43,1321,136,136,136,140,140
43,378,191,221,221,191,191
43,298,151,151,151,169,169
43,1148,180,180,180,180,180
43,170,269,269,269,275,275
43,137,149,149,149,155,155
43,827,656,816,800,656,656
43,1439,189,189,189,191,191
43,1270,233,241,233,235,241
43,1149,153,159,159,153,153
43,1002,164,164,164,164,164
43,941,319,339,339,319,319
43,1039,147,147,147,147,147
43,415,212,212,212,236,236
43,1269,310,312,312,310,310
43,497,124,124,124,124,124
43,1017,43,43,43,43,43
43,189,0,0,0,0,0
43,609,182,182,182,184,184
43,159,128,132,132,128,128
43,603,243,243,243,243,243
43,281,43,43,43,43,43
43,862,185,185,185,203,189
43,893,168,168,168,168,168
43,1161,43,43,43,43,43
43,112,206,206,206,214,214
43,874,420,456,420,420,420
43,256,104,104,104,104,104
43,72,132,132,132,132,132
43,1400,163,163,163,163,163
43,408,128,132,132,128,128
43,333,190,192,192,190,190
43,196,142,142,142,142,142
43,982,206,220,218,206,206
43,433,134,134,134,134,134
43,25,179,179,179,179,179
43,1166,43,43,43,43,43
43,138,171,171,171,171,171
43,508,275,275,275,275,275
43,1230,158,158,158,158,158
43,48,106,106,106,106,106
43,43,0,0,0,0,0
43,75,197,221,221,197,197
43,858,179,179,179,179,179
43,1319,88,88,88,88,88
43,240,101,101,101,101,101
43,282,43,43,43,43,43
43,626,164,164,164,172,168
43,1387,153,159,159,153,153
43,315,43,43,43,43,43
43,639,173,173,173,177,177
43,1426,183,183,185,193,193
43,1283,104,104,104,104,104
43,226,0,0,0,0,0
43,368,111,111,111,111,111
43,460,132,132,138,138,138
43,633,68,68,68,68,68
43,728,174,174,174,174,174
43,455,168,168,168,168,168
43,332,218,218,220,244,244
43,900,212,212,212,212,212
43,1048,152,152,152,184,152
43,1074,120,120,120,120,120
43,436,159,159,159,159,159
43,994,275,275,275,275,275
43,716,303,303,303,303,303
43,806,212,212,212,212,212
43,1499,43,43,43,43,43
43,317,113,113,113,113,113
43,1346,215,219,219,215,215
43,397,488,488,488,488,488
43,192,216,216,216,224,224
43,887,708,852,868,708,708
43,336,87,87,87,87,87
43,971,275,275,275,275,275
43,158,179,179,179,187,187
43,264,488,488,488,488,488
43,27,488,488,488,488,488
43,76,104,104,104,104,104
43,1225,168,168,168,168,168
43,681,189,237,239,189,189
43,576,212,212,212,212,212
43,635,275,275,275,275,275
43,1183,215,225,221,215,215
43,91,144,144,144,144,144
43,1497,155,155,155,155,155
43,916,207,207,207,221,221
43,278,224,224,224,224,236
43,117,194,194,194,200,200
43,793,181,181,181,181,181
43,709,275,275,275,275,275
43,1290,176,182,184,176,176
43,432,189,189,189,191,191
43,111,184,184,184,208,208
43,55,171,173,173,171,171
43,685,383,383,383,383,383
43,21,142,142,142,166,142
43,53,171,189,195,171,171
43,60,172,172,172,190,190
43,340,488,488,488,488,488
43,1258,215,219,219,215,215
43,257,43,43,43,43,43
43,119,60,60,60,60,60
43,693,62,62,62,62,62
43,1281,70,70,70,70,70
43,723,158,158,158,158,158
43,946,656,816,816,656,656
43,469,164,176,176,164,164
43,367,184,186,186,184,184
43,292,0,0,0,0,0
43,753,190,190,192,194,194
43,1061,204,208,204,204,204
43,924,275,275,275,275,275
43,173,77,77,77,77,77
43,613,177,183,185,185,177
43,1427,175,185,185,185,175
43,1464,104,104,104,104,104
43,1340,157,157,157,157,157
43,661,160,160,160,160,160
43,748,130,130,130,142,142
43,198,159,159,159,159,159
43,537,189,237,239,189,189
43,290,178,178,178,178,178
43,69,183,183,185,189,189
43,654,789,1019,1019,789,789
43,951,168,168,168,168,168
43,1375,169,189,189,169,169
43,453,96,96,96,96,96
43,610,175,175,175,175,175
43,1080,131,131,131,131,131
43,13,174,174,174,174,174
43,775,212,212,212,212,212
43,26,488,488,488,488,488
43,356,213,213,213,229,229
43,414,152,152,152,152,152
43,330,168,168,168,168,168
43,65,184,196,196,184,184
43,905,329,329,329,329,329
43,241,281,295,295,293,281
43,958,176,176,176,180,180
43,470,523,523,523,523,523
43,1209,225,273,281,225,225
43,592,222,246,238,222,222
43,68,153,153,153,173,153
43,1472,202,204,202,204,204
43,886,174,174,174,174,174
43,239,239,239,239,239,239
43,1358,43,43,43,43,43
43,1096,146,146,146,146,146
43,1383,43,43,43,43,43
43,527,275,275,275,275,275
43,94,488,488,488,488,488
43,271,166,172,174,166,166
43,493,179,179,181,187,187
43,268,217,229,229,217,217
43,186,124,124,124,132,130
43,735,656,816,800,656,656
43,341,43,43,43,43,43
43,442,509,509,509,509,509
43,36,158,158,158,158,158
43,1037,265,325,325,265,265
43,743,212,212,212,212,212
43,1022,60,60,60,60,60
43,232,103,103,103,103,103
43,664,157,157,157,165,165
43,342,43,43,43,43,43
43,1372,215,219,219,215,215
43,509,275,275,275,275,275
43,274,175,177,177,175,175
43,468,123,123,123,123,123
43,671,178,178,178,178,178
43,1224,634,684,684,634,634
43,1038,426,458,446,446,426
43,577,275,275,275,275,275
43,599,221,221,221,221,221
43,84,134,134,134,134,134
43,9,164,164,164,164,164
43,269,188,188,188,208,208
43,328,177,177,177,177,177
43,1001,165,165,165,165,165
43,990,209,221,225,209,209
43,679,243,243,243,243,243
43,1456,152,152,152,152,152
43,38,190,194,194,190,190
43,193,148,148,148,174,174
43,199,241,253,253,241,259
43,1246,43,43,43,43,43
75,956,171,171,171,197,197
75,1109,198,198,198,242,242
75,272,160,226,216,160,172
75,1420,191,191,195,283,283
75,1249,285,285,309,289,289
75,162,164,232,220,164,164
75,920,749,749,783,793,793
75,991,541,607,627,541,541
75,1492,152,226,224,152,154
75,1313,421,681,683,421,421
75,717,154,198,218,154,154
75,1066,142,216,226,142,142
75,169,106,218,232,106,106
75,1178,186,194,186,274,274
75,666,1314,1570,1536,1314,1314
75,1131,198,198,198,242,242
75,243,141,221,225,141,147
75,1227,135,245,253,135,135
75,630,169,221,223,169,169
75,742,126,200,208,188,126
75,1321,149,217,217,149,149
75,378,120,152,170,120,164
75,298,174,214,232,178,174
75,1148,133,217,203,133,133
75,170,156,238,250,156,156
75,137,164,230,222,164,166
75,827,749,749,783,793,793
75,1439,158,182,212,158,170
75,1270,112,236,222,112,146
75,1149,136,220,214,136,142
75,1002,161,225,225,161,161
75,941,238,396,426,238,238
75,1039,182,216,218,182,182
75,415,133,209,199,147,133
75,1269,287,441,409,287,327
75,497,119,121,119,137,137
75,1017,198,198,198,242,242
75,189,221,221,221,285,285
75,609,173,217,219,173,173
75,159,155,155,157,195,195
75,603,332,332,332,528,528
75,281,198,198,198,242,242
75,862,160,214,210,164,160
75,893,189,227,223,189,205
75,1161,198,198,198,242,242
75,112,121,207,185,121,121
75,874,557,585,563,557,557
75,256,117,123,117,117,117
75,72,155,211,219,155,155
75,1400,132,216,204,132,132
75,408,155,155,157,195,195
75,333,153,207,213,153,153
75,196,173,233,235,173,173
75,982,93,215,207,93,93
75,433,155,211,217,155,155
75,25,180,218,214,180,180
75,1166,198,198,198,242,242
75,138,176,216,224,184,176
75,508,344,344,344,560,560
75,1230,113,209,207,113,115
75,48,135,217,181,153,135
75,43,221,221,221,285,285
75,75,0,0,80,0,0
75,858,152,218,218,170,152
75,1319,163,165,163,189,229
75,240,150,152,150,198,186
75,282,198,198,198,242,242
75,626,149,213,221,159,149
75,1387,136,220,214,136,142
75,315,198,198,198,242,242
75,639,168,208,210,168,168
75,1426,104,202,196,156,104
75,1283,117,123,117,117,117
75,226,221,221,221,285,285
75,368,140,154,156,140,140
75,460,115,155,145,115,203
75,633,171,171,173,249,249
75,728,171,219,219,171,171
75,455,173,223,223,173,173
75,332,161,171,201,161,165
75,900,319,319,321,497,497
75,1048,233,281,301,233,233
75,1074,131,197,207,131,131
75,436,158,222,218,158,162
75,994,344,344,344,560,560
75,716,360,362,360,484,484
75,806,319,319,321,497,497
75,1499,198,198,198,242,242
75,317,116,170,172,130,116
75,1346,278,340,352,278,278
75,397,499,499,499,773,773
75,192,121,187,199,133,121
75,887,767,893,883,867,767
75,336,172,180,172,248,248
75,971,344,344,344,560,560
75,158,158,216,208,192,158
75,264,499,499,499,773,773
75,27,499,499,499,773,773
75,76,117,123,117,117,117
75,1225,177,221,223,177,177
75,681,218,270,282,218,218
75,576,319,319,321,497,497
75,635,344,344,344,560,560
75,1183,164,220,222,230,164
75,91,121,193,189,121,121
75,1497,184,224,226,184,184
75,916,120,172,202,120,120
75,278,111,205,205,111,111
75,117,147,215,197,151,147
75,793,180,212,218,180,182
75,709,344,344,344,560,560
75,1290,159,227,215,159,159
75,432,160,216,214,202,160
75,111,171,223,209,171,171
75,55,146,228,220,146,146
75,685,518,528,518,540,540
75,21,151,199,203,151,151
75,53,108,108,112,164,164
75,60,67,99,105,67,109
75,340,499,499,499,773,773
75,1258,278,340,352,278,278
75,257,198,198,198,242,242
75,119,179,179,189,233,233
75,693,171,171,187,215,263
75,1281,169,181,181,169,223
75,723,153,225,221,153,153
75,946,761,761,783,793,793
75,469,93,239,237,93,93
75,367,169,211,217,169,169
75,292,221,221,221,285,285
75,753,157,205,213,163,157
75,1061,165,229,227,165,181
75,924,344,344,344,560,560
75,173,168,178,168,258,222
75,613,158,218,210,160,158
75,1427,140,226,224,144,140
75,1464,117,123,117,117,117
75,1340,182,230,226,182,182
75,661,165,213,217,165,167
75,748,105,129,125,105,105
75,198,152,218,232,152,152
75,537,218,270,282,218,218
75,290,177,215,221,177,177
75,69,140,212,216,140,140
75,654,926,946,984,926,926
75,951,159,223,221,159,163
75,1375,136,214,226,156,136
75,453,101,133,125,101,101
75,610,176,224,218,176,176
75,1080,164,234,234,164,164
75,13,201,211,207,201,201
75,775,319,319,321,497,497
75,26,499,499,499,773,773
75,356,92,218,216,140,92
75,414,153,217,225,153,153
75,330,135,221,223,135,135
75,65,135,209,217,135,137
75,905,466,488,496,466,466
75,241,184,320,306,184,260
75,958,175,215,221,175,175
75,470,566,566,566,758,798
75,1209,222,294,296,222,222
75,592,127,211,207,127,127
75,68,114,128,130,114,114
75,1472,119,205,207,131,119
75,886,175,221,213,175,175
75,239,148,172,150,148,148
75,1358,198,198,198,242,242
75,1096,137,229,227,137,137
75,1383,198,198,198,242,242
75,527,344,344,344,560,560
75,94,499,499,499,773,773
75,271,151,211,221,161,151
75,493,168,216,216,174,168
75,268,50,212,206,50,50
75,186,161,239,233,161,161
75,735,749,749,783,793,793
75,341,198,198,198,242,242
75,442,528,528,528,766,814
75,36,151,217,217,159,151
75,1037,230,354,328,230,230
75,743,319,319,321,497,497
75,1022,247,247,247,275,275
75,232,152,152,154,168,166
75,664,126,222,220,126,126
75,342,198,198,198,242,242
75,1372,278,338,372,278,278
75,509,344,344,344,560,560
75,274,162,222,218,174,162
75,468,152,208,214,152,152
75,671,175,219,215,177,175
75,1224,643,823,857,643,643
75,1038,429,579,573,429,429
75,577,344,344,344,560,560
75,599,314,314,316,492,492
75,84,155,211,217,155,155
75,9,171,219,215,171,171
75,269,143,207,211,143,143
75,328,160,210,220,160,160
75,1001,268,268,278,334,334
75,990,128,200,200,134,128
75,679,332,332,332,528,528
75,1456,105,201,199,105,105
75,38,119,217,207,123,119
75,193,87,109,115,87,145
75,199,114,224,218,114,114
75,1246,198,198,198,242,242
858,956,133,137,133,219,219
858,1109,158,158,160,260,260
858,272,88,144,138,88,88
858,1420,163,165,163,253,253
858,1249,297,309,297,387,387
858,162,74,110,112,74,84
858,920,855,865,855,931,931
858,991,615,687,677,615,615
858,1492,90,90,94,94,94
858,1313,575,653,657,575,575
858,717,112,116,112,142,142
858,1066,68,88,94,68,68
858,169,158,158,178,244,244
858,1178,178,178,182,262,210
858,666,1470,1568,1566,1470,1470
858,1131,158,158,160,260,260
858,243,65,87,93,65,77
858,1227,127,181,169,127,127
858,630,47,59,61,47,47
858,742,70,122,124,70,70
858,1321,91,113,109,91,91
858,378,178,252,246,178,178
858,298,222,246,246,222,222
858,1148,53,107,103,57,53
858,170,120,178,172,120,126
858,137,56,84,86,56,66
858,827,855,865,855,931,931
858,1439,158,236,220,158,158
858,1270,108,204,182,138,108
858,1149,102,136,126,102,102
858,1002,71,83,91,71,89
858,941,366,422,416,366,366
858,1039,58,90,96,58,58
858,415,63,111,121,81,63
858,1269,393,465,461,393,393
858,497,95,95,97,133,133
858,1017,158,158,160,260,260
858,189,179,179,179,303,303
858,609,35,81,89,35,35
858,159,151,159,151,195,167
858,603,386,386,386,546,546
858,281,158,158,160,260,260
858,862,28,66,78,48,28
858,893,81,85,81,85,81
858,1161,158,158,160,260,260
858,112,45,101,105,53,45
