g1.gid,g2.gid,ged,hungarian,vj,beam5
537,520,109,145,157,109
537,241,89,141,139,89
537,270,95,135,147,95
537,180,95,139,135,95
537,74,105,163,165,105
537,42,115,169,161,115
537,309,119,161,177,119
537,26,114,166,148,114
537,570,72,152,156,72
537,297,237,305,305,237
537,572,91,163,161,91
537,546,91,153,159,91
537,22,110,158,158,110
537,86,81,149,139,81
537,41,109,173,175,109
537,174,115,175,181,115
537,308,109,149,153,109
537,118,179,253,261,179
537,578,118,188,188,118
537,287,101,155,149,101
537,514,116,164,156,116
537,223,106,140,156,106
537,305,112,164,170,112
537,598,116,176,190,116
537,284,93,157,157,93
537,182,110,158,158,110
537,168,89,159,163,89
537,544,109,155,153,109
537,143,103,141,129,103
537,113,117,181,181,117
537,533,102,160,154,102
537,14,99,145,145,99
537,540,112,178,176,112
537,286,95,137,159,95
537,93,89,137,123,89
537,276,101,141,153,101
537,126,96,138,136,96
537,243,100,140,144,100
537,102,99,155,145,99
537,459,116,162,160,116
537,547,124,148,164,124
537,414,109,147,149,109
537,177,111,157,163,111
537,62,94,142,146,94
537,227,113,149,147,113
537,226,97,147,155,97
537,444,107,149,147,107
537,282,103,171,155,103
537,553,90,154,154,90
537,574,111,145,161,111
537,306,120,176,186,120
537,516,97,141,153,97
537,193,99,139,151,99
537,492,106,140,152,106
537,495,84,144,146,84
537,195,102,174,174,102
537,530,104,140,162,104
537,327,112,168,182,112
537,595,113,159,169,113
537,390,108,150,156,108
537,146,109,157,149,109
537,103,133,207,207,133
537,46,120,168,166,120
537,355,151,217,209,151
537,493,86,140,160,86
537,234,101,143,149,101
537,430,97,137,141,97
537,293,186,232,244,186
537,98,112,140,142,112
537,404,102,142,142,102
537,91,97,157,151,97
537,439,108,166,152,108
537,13,88,150,150,88
537,310,119,181,183,119
537,599,125,169,175,125
537,275,96,140,142,96
537,379,105,135,135,105
537,169,115,157,169,115
537,569,102,154,158,102
537,89,115,147,165,115
537,392,100,168,162,100
537,203,117,183,193,117
537,30,97,135,145,97
537,542,124,166,164,124
537,204,133,193,199,133
537,222,102,148,148,102
537,325,103,173,183,103
537,269,108,140,144,108
537,228,99,151,161,99
537,271,109,149,147,109
537,63,93,139,145,93
537,333,87,135,145,87
537,21,109,157,161,109
537,171,116,178,176,116
537,560,107,149,145,107
537,108,107,139,153,107
537,523,118,188,192,118
537,443,98,150,152,98
537,496,95,145,151,95
537,231,116,162,160,116
537,99,107,145,141,107
537,418,84,140,156,84
537,517,114,172,176,114
537,290,95,137,151,95
537,424,101,149,145,101
537,494,102,150,146,102
537,272,105,153,143,105
537,303,101,149,155,101
537,178,99,153,153,99
537,534,114,166,168,114
537,307,109,169,175,109
537,247,84,140,136,84
537,90,71,143,143,71
537,23,103,157,153,103
537,200,103,153,157,103
537,571,101,151,165,101
537,485,94,148,144,94
537,591,110,180,182,110
537,92,104,142,150,104
537,17,114,156,164,114
537,16,111,167,185,111
537,242,98,144,144,98
537,541,117,159,169,117
537,37,99,149,161,99
537,461,102,150,142,102
537,412,107,147,153,107
537,10,102,136,146,102
537,434,92,148,150,92
537,357,85,147,141,85
537,299,76,146,142,76
537,512,97,155,147,97
537,503,94,156,156,94
537,597,137,195,199,137
537,68,104,148,146,104
537,573,86,166,164,86
537,185,116,160,154,116
537,427,99,145,133,99
537,47,94,134,138,94
537,277,97,149,151,97
537,585,99,143,141,99
537,274,80,158,150,80
537,85,90,146,148,90
537,499,107,147,151,107
537,148,100,156,154,100
537,191,93,163,169,93
537,559,102,146,142,102
537,371,105,145,137,105
537,117,101,169,159,101
537,139,123,157,155,123
537,366,101,147,153,101
537,563,101,157,157,101
537,278,98,150,162,98
537,187,117,159,161,117
537,532,155,217,219,155
537,173,111,169,171,111
537,465,120,184,182,120
537,580,112,146,158,112
537,198,111,167,163,111
537,72,91,141,143,91
537,158,106,144,144,106
537,189,124,172,162,124
537,20,110,142,162,110
537,94,102,144,152,102
537,196,113,165,173,113
537,8,190,258,244,190
537,522,114,150,160,114
537,33,126,150,160,126
537,551,113,185,173,113
537,484,119,173,175,119
537,378,106,138,138,106
537,593,101,149,149,101
537,268,117,149,153,117
537,413,106,148,154,106
537,52,113,151,157,113
537,539,102,154,166,102
537,380,88,142,142,88
537,535,95,161,137,95
537,320,88,132,132,88
537,583,113,171,173,113
537,498,73,147,149,73
537,36,110,148,156,110
537,95,95,153,145,95
537,179,100,126,140,100
537,285,99,169,165,99
537,596,97,163,171,97
537,409,109,139,137,109
537,250,124,148,158,124
537,183,113,159,157,113
537,326,113,163,173,113
537,346,87,139,143,87
537,400,96,140,134,96
537,543,97,147,155,97
537,104,83,141,143,83
537,48,96,144,148,96
537,32,100,146,148,100
537,511,98,152,154,98
537,209,125,181,193,125
537,197,100,142,142,100
537,491,89,139,143,89
537,312,103,169,163,103
537,49,86,140,144,86
537,181,94,152,144,94
537,497,88,146,148,88
537,600,108,152,146,108
537,592,103,147,165,103
537,457,96,126,132,96
537,527,131,201,197,131
537,575,120,196,190,120
537,71,117,157,161,117
537,224,110,190,194,110
537,18,106,164,152,106
537,194,119,177,173,119
537,552,100,150,154,100
537,472,110,168,170,110
537,233,93,143,147,93
537,504,151,217,217,151
537,408,108,144,144,108
537,45,114,174,184,114
537,294,118,184,184,118
537,87,94,150,152,94
537,235,106,136,150,106
537,27,113,159,153,113
537,192,102,144,154,102
537,349,143,211,215,143
537,246,87,149,153,87
537,134,104,128,144,104
537,502,98,150,150,98
537,407,117,129,147,117
537,97,98,148,154,98
537,296,245,307,307,245
537,557,106,176,186,106
537,218,116,170,168,116
537,500,114,172,164,114
537,88,112,150,160,112
537,199,129,203,203,129
537,501,129,183,177,129
537,411,101,141,143,101
537,283,112,170,174,112
537,221,96,146,148,96
537,288,105,137,153,105
537,121,115,149,149,115
537,521,103,151,163,103
537,273,97,159,153,97
537,147,103,163,155,103
537,382,111,161,171,111
537,73,92,152,154,92
81,25,73,143,149,73
81,438,101,167,169,101
81,252,52,100,110,52
81,24,84,146,154,84
81,267,62,116,120,62
81,315,94,148,164,94
81,350,77,123,119,77
81,15,56,104,118,56
81,348,81,145,147,81
81,67,58,108,108,58
81,415,78,116,128,78
81,442,99,137,151,99
81,167,83,145,155,83
81,395,110,170,174,110
81,365,83,135,139,83
81,317,83,107,117,83
81,302,78,140,154,78
81,149,95,135,131,95
81,377,52,126,118,52
81,253,65,115,105,65
81,537,79,145,143,79
81,81,0,0,108,0
81,266,53,117,111,53
81,279,133,187,195,133
81,558,103,165,165,103
81,105,72,118,120,72
81,300,114,166,162,114
81,176,104,166,166,104
81,406,57,115,117,57
81,109,61,117,115,61
81,230,64,110,124,64
81,554,77,113,103,77
81,401,113,161,171,113
81,43,98,160,160,98
81,388,55,113,111,55
81,489,62,106,118,62
81,184,93,139,139,93
81,347,83,141,137,83
81,301,91,157,165,91
81,536,88,150,146,88
81,589,61,119,115,61
81,564,82,134,130,82
81,107,78,142,140,78
81,289,69,133,139,69
81,509,79,155,155,79
81,292,128,186,188,128
81,513,75,141,151,75
81,526,128,194,198,128
81,428,53,97,117,53
81,295,238,294,294,238
81,545,66,134,142,66
81,116,62,140,134,62
81,291,132,184,196,132
81,490,58,118,118,58
81,448,78,130,132,78
81,84,63,115,125,63
81,1,89,125,139,89
81,245,78,144,154,78
81,594,120,190,186,120
81,519,67,119,129,67
81,112,108,164,166,108
81,101,95,151,159,95
81,316,84,154,154,84
81,381,53,105,111,53
81,538,81,149,145,81
81,313,120,176,160,120
81,31,69,119,127,69
81,215,116,172,170,116
81,531,82,140,138,82
81,44,90,164,172,90
81,452,54,104,110,54
81,524,63,137,137,63
81,123,189,239,235,189
81,304,82,146,150,82
81,520,62,126,124,62
81,241,66,114,120,66
81,270,46,116,112,46
81,180,70,114,114,70
81,74,82,146,158,82
81,42,96,162,156,96
81,309,102,160,162,102
81,26,77,133,141,77
81,570,89,141,139,89
81,297,238,294,294,238
81,572,94,142,142,94
81,546,74,142,142,74
81,22,77,131,145,77
81,86,60,126,132,60
81,41,98,158,166,98
81,174,100,174,172,100
81,308,82,146,150,82
81,118,184,242,236,184
81,578,133,183,195,133
81,287,78,152,152,78
81,514,71,141,145,71
81,223,63,137,129,63
81,305,95,159,167,95
81,598,121,183,183,121
81,284,92,152,148,92
81,182,85,151,151,85
81,168,82,134,150,82
81,544,64,136,140,64
81,143,78,120,118,78
81,113,120,174,176,120
81,533,87,155,159,87
81,14,62,128,136,62
81,540,101,161,165,101
81,286,76,142,146,76
81,93,44,102,110,44
81,276,68,112,114,68
81,126,57,109,103,57
81,243,47,119,121,47
81,102,72,138,152,72
81,459,77,125,133,77
81,547,79,135,145,79
81,414,74,116,132,74
81,177,92,162,152,92
81,62,65,131,121,65
81,227,76,128,130,76
81,226,80,132,136,80
81,444,78,138,136,78
81,282,96,158,154,96
81,553,77,149,143,77
81,574,94,146,146,94
81,306,123,183,181,123
81,516,68,124,128,68
81,193,72,110,112,72
81,492,69,125,131,69
81,495,69,139,151,69
81,195,99,151,155,99
81,530,85,147,147,85
81,327,101,165,167,101
81,595,90,148,148,90
81,390,87,139,141,87
81,146,90,132,146,90
81,103,136,198,202,136
81,46,93,159,165,93
81,355,150,200,202,150
81,493,65,119,125,65
81,234,74,122,130,74
81,430,66,110,108,66
81,293,183,227,231,183
81,98,75,117,113,75
81,404,67,113,105,67
81,91,72,132,132,72
81,439,109,159,171,109
81,13,79,135,129,79
81,310,104,174,172,104
81,599,122,164,174,122
81,275,59,103,119,59
81,379,62,100,100,62
81,169,92,156,160,92
81,569,101,143,155,101
81,89,76,144,150,76
81,392,109,153,157,109
81,203,126,180,174,126
81,30,48,116,120,48
81,542,99,157,161,99
81,204,116,182,188,116
81,222,71,113,105,71
81,325,104,172,170,104
81,269,71,111,119,71
81,228,78,122,130,78
81,271,52,108,120,52
81,63,36,96,104,36
81,333,60,102,106,60
81,21,86,160,144,86
81,171,97,171,161,97
81,560,60,126,130,60
81,108,72,138,144,72
81,523,105,187,177,105
81,443,81,135,127,81
81,496,72,128,142,72
81,231,73,111,135,73
81,99,68,110,106,68
81,418,73,131,125,73
81,517,97,159,165,97
81,290,64,134,128,64
81,424,76,128,136,76
81,494,55,91,117,55
81,272,86,136,138,86
81,303,78,144,142,78
81,178,86,154,146,86
81,534,101,163,155,101
81,307,94,168,160,94
81,247,71,117,121,71
81,90,50,122,124,50
81,23,66,140,144,66
81,200,72,124,126,72
81,571,78,146,144,78
81,485,83,121,131,83
81,591,113,169,161,113
81,92,85,129,121,85
81,17,73,139,145,73
81,16,116,172,166,116
81,242,65,117,119,65
81,541,106,162,152,106
81,37,92,142,146,92
81,461,73,125,127,73
81,412,70,116,112,70
81,10,53,103,109,53
81,434,77,135,133,77
81,357,74,120,116,74
81,299,77,133,137,77
81,512,74,114,122,74
81,503,89,139,149,89
81,597,124,186,186,124
81,68,63,133,141,63
81,573,91,147,153,91
81,185,89,167,151,89
81,427,52,112,118,52
81,47,65,111,107,65
81,277,60,114,124,60
81,585,66,122,126,66
81,274,69,133,131,69
81,85,65,117,115,65
81,499,70,130,124,70
81,148,83,137,147,83
81,191,100,162,164,100
81,559,65,123,131,65
81,371,72,108,104,72
81,117,96,152,152,96
81,139,78,142,140,78
81,366,72,136,140,72
81,563,100,144,146,100
81,278,87,143,153,87
81,187,98,152,146,98
81,532,164,218,220,164
81,173,92,158,160,92
81,465,111,169,175,111
81,580,67,127,123,67
81,198,104,156,166,104
81,72,54,124,128,54
81,158,77,127,127,77
81,189,83,149,153,83
81,20,67,125,117,67
81,94,55,117,119,55
81,196,106,154,146,106
81,8,195,241,237,195
81,522,85,129,125,85
81,33,73,135,133,73
81,551,112,170,168,112
81,484,114,164,154,114
81,378,65,107,97,65
81,593,92,140,138,92
81,268,74,122,114,74
81,413,77,131,123,77
81,52,68,132,136,68
81,539,81,143,145,81
81,380,57,107,127,57
81,535,70,124,140,70
81,320,65,121,113,65
81,583,100,154,158,100
81,498,60,130,142,60
81,36,79,143,145,79
81,95,52,112,110,52
81,179,65,121,121,65
81,285,100,152,164,100
81,596,98,156,152,98
81,409,64,106,104,64
81,250,77,125,115,77
81,183,88,140,156,88
81,326,94,162,164,94
81,346,56,128,122,56
81,400,83,117,111,83
81,543,72,144,138,72
81,104,64,110,120,64
81,48,49,111,107,49
81,32,61,133,133,61
81,511,73,111,123,73
81,209,132,172,184,132
81,197,69,127,131,69
81,491,66,124,130,66
81,312,104,154,156,104
81,49,63,113,119,63
81,181,77,139,139,77
81,497,73,141,147,73
81,600,107,147,141,107
81,592,70,134,132,70
81,457,69,79,103,69
81,527,128,194,186,128
81,575,127,185,181,127
81,71,68,130,140,68
81,224,125,177,177,125
81,18,65,137,145,65
81,194,102,162,162,102
81,552,83,133,137,83
81,472,87,155,167,87
81,233,76,122,126,76
81,504,156,206,208,156
81,408,61,109,115,61
81,45,95,165,165,95
81,294,105,175,175,105
81,87,65,135,131,65
81,235,79,121,123,79
81,27,68,134,126,68
81,192,69,111,121,69
81,349,152,204,206,152
81,246,72,144,132,72
81,134,83,105,107,83
81,502,71,125,125,71
81,407,70,120,122,70
81,97,53,111,109,53
81,296,244,294,290,244
81,557,117,165,171,117
81,218,101,157,161,101
81,500,93,157,167,93
81,88,79,151,143,79
81,199,130,194,196,130
81,501,126,170,164,126
81,411,68,130,124,68
81,283,103,163,161,103
81,221,67,111,113,67
81,288,70,144,136,70
81,121,90,142,138,90
81,521,68,124,138,68
81,273,78,138,148,78
81,147,82,148,142,82
81,382,90,150,144,90
81,73,79,145,135,79
266,25,92,144,140,92
266,438,112,160,166,112
266,252,53,93,103,53
266,24,77,139,137,77
266,267,61,93,107,61
266,315,91,157,149,91
266,350,78,104,120,78
266,15,53,107,101,53
266,348,76,138,134,76
266,67,55,99,101,55
266,415,85,125,121,85
266,442,98,152,146,98
266,167,84,150,144,84
266,395,115,163,157,115
266,365,72,120,136,72
266,317,68,110,110,68
266,302,83,141,133,83
266,149,76,136,136,76
266,377,55,109,117,55
266,253,68,112,112,68
266,537,92,134,142,92
266,81,73,117,111,73
266,266,0,0,96,0
266,279,128,188,188,128
266,558,100,156,158,100
266,105,69,107,115,69
266,300,113,157,159,113
266,176,103,165,161,103
266,406,60,108,108,60
266,109,66,112,114,66
266,230,47,111,111,47
266,554,78,84,106,78
266,401,108,164,154,108
266,43,97,157,155,97
266,388,78,116,102,78
266,489,49,87,103,49
266,184,84,134,144,84
266,347,86,128,138,86
266,301,98,146,150,98
266,536,99,155,161,99
266,589,60,102,108,60
266,564,71,123,127,71
266,107,99,125,133,99
266,289,62,128,136,62
266,509,92,140,144,92
266,292,127,181,173,127
266,513,76,142,156,76
266,526,123,191,193,123
266,428,58,84,106,58
266,295,239,283,279,239
266,545,69,125,137,69
266,116,67,131,139,67
266,291,133,189,183,133
266,490,49,115,115,49
266,448,79,123,119,79
266,84,64,132,114,64
266,1,70,112,132,70
266,245,85,145,135,85
266,594,127,179,183,127
266,519,82,116,120,82
266,112,99,165,163,99
266,101,90,146,154,90
266,316,77,143,147,77
266,381,52,108,102,52
266,538,86,138,146,86
266,313,115,167,161,115
266,31,74,120,134,74
266,215,103,167,167,103
266,531,85,133,143,85
266,44,97,159,159,97
266,452,65,107,101,65
266,524,62,140,134,62
266,123,184,228,236,184
266,304,83,141,133,83
266,520,73,97,113,73
266,241,51,95,111,51
266,270,45,101,107,45
266,180,75,115,117,75
266,74,93,147,149,93
266,42,99,155,161,99
266,309,91,153,151,91
266,26,72,132,142,72
266,570,78,128,138,78
266,297,237,287,287,237
266,572,81,131,141,81
266,546,75,145,149,75
266,22,88,150,148,88
266,86,57,121,121,57
266,41,103,161,159,103
266,174,99,161,165,99
266,308,83,141,133,83
266,118,191,231,239,191
266,578,130,174,176,130
266,287,81,143,143,81
266,514,84,138,128,84
266,223,78,128,134,78
266,305,86,152,156,86
266,598,116,174,178,116
266,284,87,145,149,87
266,182,82,142,132,82
266,168,85,143,131,85
266,544,63,139,145,63
266,143,73,115,107,73
266,113,115,155,169,115
266,533,94,150,142,94
266,14,69,121,129,69
266,540,102,154,154,102
266,286,77,139,143,77
266,93,47,103,101,47
266,276,77,105,87,77
266,126,72,92,96,72
266,243,60,106,102,60
266,102,87,141,139,87
266,459,84,124,112,84
266,547,82,138,130,82
266,414,83,123,129,83
266,177,97,147,151,97
266,62,70,120,118,70
266,227,85,135,133,85
266,226,67,117,125,67
266,444,79,117,131,79
266,282,105,151,151,105
266,553,76,142,146,76
266,574,85,139,149,85
266,306,124,172,170,124
266,516,49,123,125,49
266,193,63,89,101,63
266,492,76,134,132,76
266,495,78,132,132,78
266,195,88,156,154,88
266,530,82,140,140,82
266,327,106,162,156,106
266,595,99,157,137,99
266,390,76,124,136,76
266,146,77,149,131,77
266,103,139,191,185,139
266,46,94,158,156,94
266,355,143,195,195,143
266,493,64,112,116,64
266,234,75,113,109,75
266,430,75,113,107,75
266,293,176,222,232,176
266,98,72,98,112,72
266,404,50,94,104,50
266,91,79,119,133,79
266,439,114,164,158,114
266,13,68,126,128,68
266,310,109,171,161,109
266,599,121,157,149,121
266,275,54,104,114,54
266,379,65,99,89,65
266,169,97,155,147,97
266,569,90,142,146,90
266,89,89,145,151,89
266,392,100,148,154,100
266,203,119,169,165,119
266,30,57,97,115,57
266,542,96,172,158,96
266,204,121,179,179,121
266,222,58,96,100,58
266,325,103,167,161,103
266,269,60,114,120,60
266,228,71,125,119,71
266,271,75,107,111,75
266,63,41,105,97,41
266,333,57,109,105,57
266,21,85,153,145,85
266,171,100,168,158,100
266,560,73,111,121,73
266,108,79,133,137,79
266,523,112,168,176,112
266,443,78,132,128,78
266,496,75,131,133,75
266,231,80,112,110,80
266,99,79,95,99,79
266,418,66,122,126,66
266,517,94,150,156,94
266,290,65,131,125,65
266,424,79,119,115,79
266,494,68,106,98,68
266,272,89,133,139,89
266,303,83,131,133,83
266,178,79,143,143,79
266,534,100,156,150,100
266,307,107,149,157,107
266,247,66,112,112,66
266,90,61,117,125,61
266,23,85,137,135,85
266,200,59,115,111,59
266,571,87,151,135,87
266,485,62,124,120,62
266,591,112,162,160,112
266,92,76,126,132,76
266,17,98,138,144,98
266,16,113,169,161,113
266,242,48,92,104,48
266,541,113,147,149,113
266,37,95,133,145,95
266,461,60,110,120,60
266,412,77,109,107,77
266,10,54,92,104,54
266,434,66,132,126,66
266,357,67,105,109,67
266,299,60,124,130,60
266,512,61,111,117,61
266,503,78,136,138,78
266,597,121,179,179,121
266,68,66,124,128,66
266,573,84,148,148,84
266,185,88,150,154,88
266,427,49,115,113,49
266,47,66,96,102,66
266,277,65,119,113,65
266,585,69,123,117,69
266,274,68,118,120,68
266,85,62,110,110,62
266,499,65,125,129,65
266,148,74,122,132,74
266,191,95,157,157,95
266,559,72,108,112,72
266,371,57,105,103,57
266,117,105,149,143,105
266,139,77,135,125,77
266,366,89,131,131,89
266,563,99,143,143,99
266,278,90,150,146,90
266,187,101,155,151,101
266,532,167,207,205,167
266,173,95,149,161,95
266,465,110,164,160,110
266,580,62,124,128,62
266,198,105,147,147,105
266,72,63,127,125,63
266,158,72,114,110,72
266,189,94,148,144,94
266,20,82,108,120,82
266,94,56,112,104,56
266,196,101,151,151,101
266,8,186,232,242,186
266,522,92,130,124,92
266,33,74,124,134,74
266,551,121,163,169,121
266,484,111,157,159,111
266,378,56,102,102,56
266,593,85,129,129,85
266,268,65,109,119,65
266,413,66,136,126,66
266,52,73,131,129,73
266,539,78,140,142,78
266,380,68,112,104,68
266,535,77,135,133,77
266,320,70,112,116,70
266,583,95,159,147,95
266,498,67,121,127,67
266,36,82,138,134,82
266,95,71,103,113,71
266,179,72,108,122,72
266,285,93,145,157,93
266,596,101,151,157,101
266,409,69,97,111,69
266,250,78,110,110,78
266,183,99,147,149,99
266,326,103,157,157,103
266,346,59,121,119,59
266,400,66,106,106,66
266,543,67,135,139,67
266,104,67,119,111,67
266,48,48,102,98,48
266,32,62,126,132,62
266,511,72,106,110,72
266,209,119,175,171,119
266,197,78,128,132,78
266,491,59,115,115,59
266,312,109,149,147,109
266,49,66,112,110,66
266,181,78,128,140,78
266,497,68,134,138,68
266,600,102,134,142,102
266,592,85,121,129,85
266,457,62,82,90,62
266,527,125,189,183,125
266,575,128,176,182,128
266,71,93,141,145,93
266,224,110,178,170,110
266,18,84,134,132,84
266,194,113,161,161,113
266,552,84,132,136,84
266,472,84,142,152,84
266,233,75,127,121,75
266,504,149,209,201,149
266,408,84,108,114,84
266,45,96,156,158,96
266,294,116,164,168,116
266,87,54,128,134,54
266,235,64,114,120,64
266,27,71,125,117,71
266,192,72,102,108,72
266,349,153,205,197,153
266,246,69,141,133,69
266,134,70,90,102,70
266,502,58,114,124,58
266,407,85,109,105,85
266,97,60,96,106,60
266,296,241,293,293,241
266,557,108,164,160,108
266,218,96,156,162,96
266,500,94,152,158,94
266,88,92,142,144,92
266,199,133,183,185,133
266,501,119,157,159,119
266,411,59,113,113,59
266,283,96,152,162,96
266,221,66,96,104,66
266,288,75,137,135,75
266,121,81,139,129,81
266,521,73,119,111,73
266,273,77,127,135,77
266,147,95,129,125,95
266,382,105,163,153,105
266,73,82,132,142,82
279,25,142,196,198,142
279,438,158,198,202,158
279,252,141,181,183,141
279,24,145,197,199,145
279,267,155,183,173,155
279,315,139,199,203,139
279,350,136,188,194,136
279,15,135,187,179,135
279,348,144,188,200,144
279,67,137,181,179,137
279,415,153,193,197,153
279,442,170,192,200,170
279,167,146,202,204,146
279,395,149,205,197,149
279,365,132,190,178,132
279,317,148,188,184,148
279,302,151,193,189,151
279,149,148,196,196,148
279,377,127,185,185,127
279,253,130,190,192,130
279,537,162,192,202,162
279,81,151,187,195,151
279,266,142,188,188,142
279,279,0,0,196,0
279,558,142,196,194,142
279,105,151,197,185,151
279,300,153,197,197,153
279,176,137,201,207,137
279,406,140,192,184,140
279,109,142,188,192,142
279,230,141,183,191,141
279,554,168,188,184,168
279,401,150,202,206,150
279,43,161,197,205,161
279,388,144,184,190,144
279,489,139,179,187,139
279,184,142,198,204,142
279,347,138,190,194,138
279,301,144,182,198,144
279,536,159,195,201,159
279,589,148,180,188,148
279,564,139,191,189,139
279,107,147,203,201,147
279,289,140,188,188,140
279,509,148,194,200,148
279,292,131,195,189,131
279,513,140,194,204,140
279,526,121,199,205,121
279,428,146,180,184,146
279,295,215,303,301,215
279,545,125,185,195,125
279,116,133,185,191,133
279,291,135,195,203,135
279,490,153,187,189,153
279,448,137,183,193,137
279,84,142,194,194,142
279,1,154,192,204,154
279,245,161,191,199,161
279,594,167,213,213,167
279,519,154,196,188,154
279,112,135,195,195,135
279,101,152,196,182,152
279,316,141,201,195,141
279,381,132,182,186,132
279,538,152,194,198,152
279,313,139,191,205,139
279,31,146,192,198,146
279,215,145,203,209,145
279,531,153,195,199,153
279,44,153,197,203,153
279,452,125,181,179,125
279,524,136,188,196,136
279,123,172,250,252,172
279,304,137,191,189,137
279,520,153,197,189,153
279,241,133,177,183,133
279,270,139,181,185,139
279,180,145,165,177,145
279,74,155,193,201,155
279,42,165,205,203,165
279,309,129,195,193,129
279,26,148,200,200,148
279,570,138,180,186,138
279,297,223,303,311,223
279,572,127,181,179,127
279,546,139,195,195,139
279,22,146,200,212,146
279,86,133,179,187,133
279,41,151,203,199,151
279,174,143,201,203,143
279,308,137,191,189,137
279,118,165,249,255,165
279,578,128,184,198,128
279,287,151,185,193,151
279,514,162,196,188,162
279,223,142,178,190,142
279,305,146,202,198,146
279,598,142,186,188,142
279,284,123,183,187,123
279,182,160,194,200,160
279,168,149,185,193,149
279,544,145,193,189,145
279,143,151,185,179,151
279,113,151,195,197,151
279,533,152,192,192,152
279,14,123,189,191,123
279,540,146,188,194,146
279,286,133,191,193,133
279,93,135,175,179,135
279,276,151,179,181,151
279,126,134,176,172,134
279,243,144,182,190,144
279,102,139,193,193,139
279,459,154,198,190,154
279,547,158,198,194,158
279,414,133,181,175,133
279,177,145,195,205,145
279,62,144,182,176,144
279,227,149,189,191,149
279,226,145,185,191,145
279,444,171,195,197,171
279,282,139,191,187,139
279,553,142,190,184,142
279,574,155,193,189,155
279,306,122,204,198,122
279,516,151,181,189,151
279,193,155,185,179,155
279,492,132,184,188,132
279,495,124,184,180,124
279,195,146,202,196,146
279,530,138,194,190,138
279,327,148,186,194,148
279,595,165,201,193,165
279,390,128,192,192,128
279,146,149,205,197,149
279,103,125,193,201,125
279,46,148,202,202,148
279,355,131,199,219,131
279,493,132,192,190,132
279,234,155,187,187,155
279,430,133,173,173,133
279,293,164,238,240,164
279,98,152,190,182,152
279,404,142,168,184,142
279,91,167,193,193,167
279,439,162,204,200,162
279,13,130,188,194,130
279,310,147,191,195,147
279,599,151,187,191,151
279,275,130,176,176,130
279,379,131,177,179,131
279,169,167,197,195,167
279,569,166,190,192,166
279,89,179,203,197,179
279,392,138,188,194,138
279,203,139,199,195,139
279,30,143,183,181,143
279,542,152,210,212,152
279,204,137,199,199,137
279,222,146,178,176,146
279,325,131,197,203,131
279,269,158,198,196,158
279,228,147,187,189,147
279,271,157,191,187,157
279,63,125,181,179,125
279,333,145,175,181,145
279,21,151,191,201,151
279,171,144,206,192,144
279,560,125,185,181,125
279,108,177,199,203,177
279,523,174,210,206,174
279,443,136,190,198,136
279,496,139,193,189,139
279,231,166,188,200,166
279,99,147,187,185,147
279,418,144,184,190,144
279,517,144,198,198,144
279,290,141,191,189,141
279,424,135,189,183,135
279,494,130,190,188,130
279,272,137,183,179,137
279,303,139,199,201,139
279,178,147,195,203,147
279,534,176,210,214,176
279,307,137,193,199,137
279,247,126,180,176,126
279,90,137,183,185,137
279,23,147,183,199,147
279,200,137,187,187,137
279,571,133,179,183,133
279,485,152,170,182,152
279,591,134,196,188,134
279,92,152,194,190,152
279,17,156,214,200,156
279,16,127,193,193,127
279,242,146,184,192,146
279,541,135,167,167,135
279,37,137,193,193,137
279,461,156,188,188,156
279,412,133,191,183,133
279,10,138,170,178,138
279,434,132,178,186,132
279,357,159,181,187,159
279,299,136,180,184,136
279,512,157,187,187,157
279,503,134,194,190,134
279,597,147,207,205,147
279,68,140,196,200,140
279,573,128,182,184,128
279,185,156,202,206,156
279,427,141,175,189,141
279,47,136,178,180,136
279,277,117,183,187,117
279,585,141,181,189,141
279,274,128,176,188,128
279,85,154,190,190,154
279,499,155,189,195,155
279,148,160,192,192,160
279,191,139,193,203,139
279,559,130,186,180,130
279,371,139,179,179,139
279,117,143,195,203,143
279,139,163,199,187,163
279,366,133,189,191,133
279,563,121,179,189,121
279,278,142,190,200,142
279,187,131,185,209,131
279,532,145,221,231,145
279,173,149,199,201,149
279,465,144,200,192,144
279,580,152,192,186,152
279,198,109,175,171,109
279,72,121,191,179,121
279,158,138,176,174,138
279,189,162,196,200,162
279,20,138,178,180,138
279,94,134,178,190,134
279,196,141,181,179,141
279,8,176,250,254,176
279,522,144,190,194,144
279,33,166,190,190,166
279,551,127,195,195,127
279,484,105,171,171,105
279,378,150,172,174,150
279,593,131,185,177,131
279,268,155,189,193,155
279,413,150,186,190,150
279,52,143,185,191,143
279,539,154,206,204,154
279,380,142,178,182,142
279,535,137,197,197,137
279,320,130,176,180,130
279,583,151,187,199,151
279,498,125,179,185,125
279,36,154,188,192,154
279,95,155,181,189,155
279,179,140,156,172,140
279,285,139,189,193,139
279,596,163,205,205,163
279,409,155,183,185,155
279,250,150,196,198,150
279,183,159,203,201,159
279,326,159,193,199,159
279,346,119,175,185,119
279,400,134,182,180,134
279,543,137,191,185,137
279,104,151,179,185,151
279,48,142,174,186,142
279,32,148,184,198,148
279,511,152,184,194,152
279,209,125,201,197,125
279,197,134,192,188,134
279,491,141,179,185,141
279,312,121,189,191,121
279,49,134,190,188,134
279,181,140,192,192,140
279,497,146,188,184,146
279,600,144,180,184,144
