g1.gid,g2.gid,ged,hungarian,vj,beam5,beam10,cut
10304,10706,10,128,174,20,20,10
10304,10504,8,120,188,50,50,8
10304,10109,4,134,186,4,4,4
10304,10809,11,157,163,21,19,11
10304,10500,8,110,172,10,10,8
10302,20403,149,181,185,153,149,9999999
10302,20408,157,181,183,157,167,9999999
10302,10609,9,145,163,11,11,9
10302,10907,12,150,184,14,12,12
10302,20405,147,183,197,147,169,9999999
10302,20607,157,177,187,157,163,9999999
10302,10509,8,160,172,14,10,8
10302,20203,151,185,189,151,163,9999999
10302,21007,157,187,191,157,163,9999999
10302,20705,140,182,190,140,160,9999999
10302,10700,10,150,184,150,148,10
10302,10906,12,140,170,22,20,12
10302,10305,6,126,184,12,6,6
10302,20700,158,186,190,160,158,9999999
10302,20801,155,191,187,155,171,9999999
10302,10802,11,173,175,119,137,11
10302,10304,6,76,178,10,6,6
10302,10302,0,0,188,0,0,0
10302,20604,169,183,183,169,169,9999999
10302,20605,157,189,187,167,157,9999999
10302,20601,163,187,199,169,163,9999999
10302,10201,5,151,169,9,7,5
10302,20105,156,182,186,160,156,9999999
10302,10606,9,151,185,107,67,9
10302,10707,10,172,192,146,142,10
10302,21005,153,189,201,153,171,9999999
10302,10901,12,142,186,136,128,12
10302,20308,154,184,188,164,154,9999999
10302,21006,163,189,203,163,167,9999999
10302,21000,153,185,189,153,157,9999999
10302,10407,7,97,179,11,9,7
10302,20303,146,192,190,146,172,9999999
10302,20806,155,183,189,157,155,9999999
10302,20507,156,184,200,158,156,9999999
10302,20204,151,177,183,153,151,9999999
10302,10602,9,153,187,139,145,9
10302,10207,5,159,173,105,149,5
10302,10102,4,140,174,10,4,4
10302,10301,6,132,182,10,10,6
10302,20104,152,184,192,158,152,9999999
10302,10403,7,125,177,9,9,7
10302,20108,148,188,190,160,148,9999999
10302,10501,6,130,180,12,6,8
10302,10503,8,118,182,12,12,8
10302,20109,152,180,186,158,152,9999999
10302,11000,13,145,191,29,29,13
10302,10807,11,149,195,123,113,11
10302,20501,162,186,188,164,162,9999999
10302,20709,160,186,190,160,174,9999999
10302,11006,13,169,205,121,119,13
10302,11003,13,137,189,33,29,13
10302,10104,4,130,178,14,10,4
10302,20101,152,180,192,160,152,9999999
10302,10601,9,165,175,37,39,9
10302,10800,11,141,179,57,83,11
10302,20906,138,186,180,138,162,9999999
10302,20704,160,180,178,160,164,9999999
10302,20900,160,192,186,174,160,9999999
10302,20703,154,184,178,172,154,9999999
10302,10308,6,78,180,40,40,6
10302,20205,151,185,189,151,163,9999999
10302,20509,154,180,190,156,154,9999999
10302,10107,4,120,184,36,58,4
10302,20306,150,180,184,154,150,9999999
10302,10607,9,145,181,37,29,9
10302,10402,7,137,173,9,7,7
10302,20302,156,184,196,162,156,9999999
10302,20401,159,183,191,159,163,9999999
10302,20508,150,192,192,150,170,9999999
10302,10406,7,159,185,143,147,7
10302,20800,141,191,193,141,169,9999999
10302,20400,147,189,189,147,167,9999999
10302,10404,7,97,179,11,9,7
10302,10101,4,76,184,12,8,4
10302,20805,151,185,187,163,151,9999999
10302,10804,11,175,185,133,133,11
10302,11008,11,149,175,13,11,13
10302,10204,5,155,183,11,5,5
10302,20707,158,188,192,164,158,9999999
10302,20701,144,188,186,144,162,9999999
10302,20903,152,184,188,154,152,9999999
10302,10507,8,158,182,118,148,8
10302,21004,161,191,191,169,161,9999999
10302,20904,148,188,180,166,148,9999999
10302,10900,12,120,180,22,20,12
10302,20606,149,185,191,149,149,9999999
10302,10502,8,118,184,12,10,8
10302,20908,148,180,186,148,158,9999999
10302,10905,12,170,176,100,132,12
10302,10408,7,169,183,137,135,7
10302,20406,147,189,193,147,151,9999999
10302,10608,9,125,173,41,31,9
10302,10106,4,94,182,10,4,4
10302,10200,5,161,179,105,149,5
10302,10400,7,167,181,139,147,7
10302,20809,153,193,189,163,153,9999999
10302,20901,150,180,182,150,168,9999999
10302,10805,11,169,195,119,167,11
10302,21002,149,193,191,149,149,9999999
10302,20702,148,186,198,148,178,9999999
10302,10300,6,108,174,10,8,6
10302,10205,5,131,179,11,5,5
10302,10702,10,164,140,52,48,10
10302,20905,144,184,190,144,168,9999999
10302,11007,13,159,195,111,111,13
10302,20505,138,178,192,138,146,9999999
10302,20503,144,178,184,144,160,9999999
10302,20506,154,182,186,154,158,9999999
10302,20200,157,183,187,169,157,9999999
10302,10508,8,148,182,116,160,8
10302,21003,143,193,189,143,163,9999999
10302,20309,154,180,192,158,154,9999999
10302,20402,153,183,189,157,153,9999999
10302,20907,146,182,188,148,146,9999999
10302,20300,156,180,180,160,156,9999999
10302,20209,147,191,183,147,163,9999999
10302,10202,5,149,157,45,43,5
10302,10103,4,146,180,18,22,4
10302,20807,149,181,193,149,173,9999999
10302,20305,154,182,182,154,154,9999999
10302,20708,148,190,186,148,166,9999999
10302,10208,5,137,185,9,5,5
10302,20304,144,184,190,144,160,9999999
10302,10100,4,154,174,10,4,4
10302,10709,10,152,182,104,158,10
10302,10704,10,152,170,26,24,10
10302,2,151,181,191,157,151,9999999
10302,20409,153,181,189,153,153,9999999
10302,10806,11,151,175,99,155,11
10302,10701,10,150,184,24,12,10
10302,10803,11,169,171,15,15,11
10302,20808,143,181,193,143,173,9999999
10302,10703,10,146,172,90,92,10
10302,20803,153,193,191,155,153,9999999
10302,21001,159,187,199,159,163,9999999
10302,11004,13,123,189,49,49,13
10302,20103,154,188,186,154,154,9999999
10302,10909,12,162,178,80,156,12
10302,10306,6,126,168,12,8,6
10302,10603,9,113,185,17,21,9
10302,10604,9,149,175,115,139,9
10302,10303,6,166,180,112,152,6
10302,20902,158,190,190,158,176,9999999
10302,20100,154,182,190,160,154,9999999
10302,20404,139,191,195,139,155,9999999
10302,10801,11,147,191,61,53,11
10302,1,3,139,173,9,3,3
10302,10405,7,111,179,11,9,7
10302,20802,161,191,193,171,161,9999999
10302,10506,8,130,186,34,28,8
10302,10206,5,137,185,9,7,5
10302,10808,11,99,187,17,13,11
10302,20107,150,184,186,154,150,9999999
10302,20106,150,184,190,158,150,9999999
10302,20207,151,179,177,157,151,9999999
10302,20301,152,186,188,152,154,9999999
10302,20609,151,187,183,157,151,9999999
10302,10307,6,146,164,22,20,6
10302,10903,12,128,166,52,38,12
10302,11001,13,155,173,29,27,13
10302,10600,9,149,187,111,117,9
10302,20307,148,182,186,148,166,9999999
10302,20603,167,181,195,167,167,9999999
10302,10902,12,144,178,42,40,12
10302,20208,157,183,181,159,157,9999999
10302,20504,140,182,186,140,170,9999999
10302,10108,4,124,180,10,4,4
10302,20201,153,187,185,157,153,9999999
10302,10505,8,82,182,110,146,8
10302,21008,155,185,189,157,155,9999999
10302,20909,148,180,194,148,168,9999999
10302,20706,148,180,180,148,158,9999999
10302,10309,6,124,184,32,32,6
10302,20602,159,185,193,169,159,9999999
10302,10705,10,136,172,22,14,10
10302,20500,150,180,190,150,162,9999999
10302,11002,13,147,169,31,29,13
10302,20102,152,192,186,160,152,9999999
10302,20407,149,181,185,151,149,9999999
10302,20600,155,187,191,155,157,9999999
10302,20206,155,181,195,163,155,9999999
10302,20608,147,189,197,169,147,9999999
10302,20502,142,178,188,142,152,9999999
10302,10209,5,135,187,9,7,5
10302,10904,12,136,184,110,156,12
10302,10203,5,145,181,91,151,5
10302,11005,13,145,193,113,151,13
10302,10908,12,130,190,14,14,12
10302,20202,149,181,187,153,149,9999999
10302,10105,4,138,188,4,4,4
10302,10409,7,169,179,105,153,7
10302,10401,7,153,179,103,157,7
10302,10708,10,136,182,22,22,10
10302,10605,9,175,179,27,27,9
10302,20804,153,193,183,153,155,9999999
10302,10706,10,144,164,22,12,10
10302,10504,8,106,180,78,78,8
10302,10109,4,140,176,10,4,4
10302,10809,11,173,161,41,35,11
10302,10500,8,136,174,14,10,8
20604,20403,10,134,178,130,130,10
20604,20408,10,154,166,182,168,10
20604,10609,122,186,184,142,122,9999999
20604,10907,129,193,189,141,129,9999999
20604,20405,10,134,176,176,172,10
20604,20607,12,152,170,180,170,12
20604,10509,125,189,187,145,125,9999999
20604,20203,8,132,176,180,128,8
20604,21007,16,134,160,178,180,16
20604,20705,13,141,175,169,139,13
20604,10700,129,191,193,153,129,9999999
20604,10906,123,183,185,143,123,9999999
20604,10305,125,191,187,145,125,9999999
20604,20700,13,141,181,153,153,13
20604,20801,14,150,172,158,172,14
20604,10802,148,190,194,148,148,9999999
20604,10304,127,185,187,135,127,9999999
20604,10302,131,183,183,133,131,9999999
20604,20604,0,0,174,0,0,0
20604,20605,12,134,160,152,150,12
20604,20601,12,138,184,124,104,12
20604,10201,120,184,190,130,120,9999999
20604,20105,7,169,169,175,169,7
20604,10606,124,192,190,136,124,9999999
20604,10707,151,193,193,153,151,9999999
20604,21005,16,158,182,128,128,16
20604,10901,145,185,199,145,159,9999999
20604,20308,9,159,165,139,167,9
20604,21006,16,172,182,156,84,16
20604,21000,16,162,174,162,168,16
20604,10407,122,184,188,144,122,9999999
20604,20303,9,149,171,179,137,9
20604,20806,14,130,174,146,166,14
20604,20507,11,155,181,131,75,11
20604,20204,8,156,164,176,168,8
20604,10602,126,190,192,140,126,9999999
20604,10207,142,186,186,156,142,9999999
20604,10102,123,185,193,147,123,9999999
20604,10301,131,183,185,143,131,9999999
20604,20104,7,163,167,175,169,7
20604,10403,124,182,186,124,132,9999999
20604,20108,7,159,163,177,171,7
20604,10501,129,183,189,147,129,9999999
20604,10503,135,181,187,137,135,9999999
20604,20109,7,161,167,173,159,7
20604,11000,134,184,184,134,134,9999999
20604,10807,134,194,200,150,134,9999999
20604,20501,11,123,171,181,169,11
20604,20709,13,137,173,141,167,13
20604,11006,134,194,200,138,134,9999999
20604,11003,138,186,198,140,138,9999999
20604,10104,125,183,191,147,125,9999999
20604,20101,7,157,171,177,171,7
20604,10601,134,176,184,140,134,9999999
20604,10800,144,184,188,148,144,9999999
20604,20906,15,157,167,161,169,15
20604,20704,13,145,161,131,163,13
20604,20900,15,149,173,159,133,15
20604,20703,13,155,175,169,103,13
20604,10308,135,189,183,147,135,9999999
20604,20205,8,132,176,180,128,8
20604,20509,11,147,171,159,133,11
20604,10107,127,187,191,133,127,9999999
20604,20306,9,151,171,173,173,9
20604,10607,122,174,188,144,122,9999999
20604,10402,122,186,194,142,122,9999999
20604,20302,9,123,169,173,173,9
20604,20401,10,158,184,142,142,10
20604,20508,11,157,167,153,105,11
20604,10406,154,186,188,154,162,9999999
20604,20800,14,160,164,154,132,14
20604,20400,10,166,164,162,162,10
20604,10404,122,182,188,142,122,9999999
20604,10101,133,189,189,137,133,9999999
20604,20805,14,166,166,172,126,14
20604,10804,150,196,194,162,150,9999999
20604,11008,138,182,188,138,142,9999999
20604,10204,126,188,192,134,126,9999999
20604,20707,13,141,179,183,161,13
20604,20701,13,165,155,171,129,13
20604,20903,15,159,161,133,125,15
20604,10507,139,197,193,139,147,9999999
20604,21004,16,190,178,132,114,16
20604,20904,15,109,165,155,153,15
20604,10900,129,181,181,139,129,9999999
20604,20606,12,158,176,136,134,12
20604,10502,119,189,187,139,119,9999999
20604,20908,15,139,143,137,129,15
20604,10905,137,193,191,141,137,9999999
20604,10408,164,188,192,166,164,9999999
20604,20406,10,172,170,184,146,10
20604,10608,126,182,186,140,126,9999999
20604,10106,123,189,187,147,123,9999999
20604,10200,138,186,186,138,144,9999999
20604,10400,126,188,194,156,126,9999999
20604,20809,14,140,162,172,166,14
20604,20901,15,135,185,119,133,15
20604,10805,132,192,202,150,132,9999999
20604,21002,16,144,170,150,158,16
20604,20702,13,157,169,167,137,13
20604,10300,125,183,191,141,125,9999999
20604,10205,126,186,194,146,126,9999999
20604,10702,131,189,193,131,133,9999999
20604,20905,15,161,175,183,177,15
20604,11007,130,192,198,142,130,9999999
20604,20505,11,157,179,129,51,11
20604,20503,11,171,171,171,169,11
20604,20506,11,155,177,177,163,11
20604,20200,8,150,178,176,170,8
20604,10508,139,185,197,163,139,9999999
20604,21003,16,154,182,142,176,16
20604,20309,9,145,179,139,99,9
20604,20402,10,162,170,154,134,10
20604,20907,15,151,173,175,165,15
20604,20300,9,149,163,175,171,9
20604,20209,8,162,170,140,156,8
20604,10202,136,188,192,136,136,9999999
20604,10103,131,185,189,145,131,9999999
20604,20807,14,162,176,160,168,14
20604,20305,9,163,173,173,171,9
20604,20708,13,175,169,145,139,13
20604,10208,124,182,190,136,124,9999999
20604,20304,9,141,175,187,137,9
20604,10100,125,183,195,141,125,9999999
20604,10709,147,185,195,159,147,9999999
20604,10704,129,177,185,135,129,9999999
20604,2,6,162,172,174,168,6
20604,20409,10,136,172,128,164,10
20604,10806,140,182,184,150,140,9999999
20604,10701,125,181,187,145,125,9999999
20604,10803,128,186,188,140,128,9999999
20604,20808,14,160,172,188,180,14
20604,10703,135,193,197,135,155,9999999
20604,20803,14,146,180,150,146,14
20604,21001,16,160,174,170,156,16
20604,11004,134,194,190,134,142,9999999
20604,20103,7,161,169,177,167,7
20604,10909,129,187,195,145,129,9999999
20604,10306,123,185,185,147,123,9999999
20604,10603,130,180,184,130,134,9999999
20604,10604,136,174,178,138,136,9999999
20604,10303,143,191,195,151,143,9999999
20604,20902,15,175,181,121,135,15
20604,20100,7,155,165,173,171,7
20604,20404,10,146,174,146,172,10
20604,10801,128,182,190,128,128,9999999
20604,1,120,186,192,144,120,9999999
20604,10405,122,184,192,142,122,9999999
20604,20802,14,170,176,164,140,14
20604,10506,125,181,193,139,125,9999999
20604,10206,120,180,182,144,120,9999999
20604,10808,128,182,184,140,128,9999999
20604,20107,7,175,161,179,169,7
20604,20106,7,127,169,159,147,7
20604,20207,8,160,168,174,168,8
20604,20301,9,157,165,177,171,9
20604,20609,12,134,172,178,170,12
20604,10307,127,181,185,133,127,9999999
20604,10903,139,189,191,139,141,9999999
20604,11001,136,186,190,136,138,9999999
20604,10600,144,194,202,146,144,9999999
20604,20307,9,169,169,189,135,9
20604,20603,12,180,166,134,128,12
20604,10902,129,185,183,143,129,9999999
20604,20208,8,152,168,130,168,8
20604,20504,11,159,169,173,169,11
20604,10108,123,187,191,143,123,9999999
20604,20201,8,172,170,176,172,8
20604,10505,135,183,189,137,135,9999999
20604,21008,16,168,174,166,142,16
20604,20909,15,151,169,169,169,15
20604,20706,13,157,151,125,133,13
20604,10309,127,181,193,141,127,9999999
20604,20602,12,118,180,168,180,12
20604,10705,125,179,183,139,125,9999999
20604,20500,11,155,169,161,173,11
20604,11002,136,184,186,138,136,9999999
20604,20102,7,157,173,169,165,7
20604,20407,10,160,166,152,126,10
20604,20600,12,146,170,178,168,12
20604,20206,8,134,168,174,164,8
20604,20608,12,142,176,136,94,12
20604,20502,11,151,169,177,151,11
20604,10209,122,182,190,134,122,9999999
20604,10904,147,189,189,157,147,9999999
20604,10203,140,184,198,150,140,9999999
20604,11005,142,188,192,152,142,9999999
20604,10908,123,185,193,137,123,9999999
20604,20202,8,156,170,174,168,8
20604,10105,123,189,191,143,123,9999999
20604,10409,136,186,190,138,136,9999999
20604,10401,144,188,192,144,144,9999999
20604,10708,129,179,193,141,129,9999999
20604,10605,148,176,192,150,148,9999999
20604,20804,14,150,170,180,134,14
20604,10706,131,185,185,131,153,9999999
20604,10504,129,183,185,129,129,9999999
20604,10109,121,185,195,137,121,9999999
20604,10809,128,198,198,140,128,9999999
20604,10500,131,191,185,131,137,9999999
20605,20403,6,124,168,6,6,10
20605,20408,10,140,174,14,14,10
20605,10609,154,186,186,154,154,9999999
20605,10907,147,189,187,147,151,9999999
20605,20405,10,152,176,52,50,10
20605,20607,10,104,176,10,10,12
20605,10509,157,193,183,157,157,9999999
20605,20203,8,136,178,8,8,8
20605,21007,16,120,174,16,16,16
20605,20705,13,139,181,75,139,13
20605,10700,131,195,197,131,165,9999999
20605,10906,145,185,185,145,147,9999999
20605,10305,153,191,189,153,161,9999999
20605,20700,13,107,167,13,13,13
20605,20801,14,154,170,52,52,14
20605,10802,160,190,194,160,164,9999999
20605,10304,151,187,185,151,157,9999999
20605,10302,143,189,187,147,143,9999999
20605,20604,12,138,178,144,136,12
20605,20605,0,0,176,0,0,0
20605,20601,12,150,182,132,132,12
20605,10201,150,184,180,150,152,9999999
20605,20105,7,125,179,7,7,7
20605,10606,148,188,196,152,148,9999999
20605,10707,117,199,189,117,159,9999999
20605,21005,16,138,176,70,70,16
20605,10901,135,189,185,135,157,9999999
20605,20308,9,121,171,61,61,9
20605,21006,16,162,184,102,88,16
20605,21000,16,168,180,92,92,16
20605,10407,150,192,188,150,154,9999999
20605,20303,9,153,181,55,131,9
20605,20806,14,106,180,30,26,14
20605,20507,11,153,177,77,77,11
20605,20204,4,108,174,4,4,8
20605,10602,130,190,190,130,166,9999999
20605,10207,150,192,192,150,152,9999999
20605,10102,149,191,187,153,149,9999999
20605,10301,153,189,185,153,153,9999999
20605,20104,7,125,179,7,7,7
20605,10403,144,184,184,146,144,9999999
20605,20108,7,129,177,9,9,7
20605,10501,151,191,187,151,157,9999999
20605,10503,157,191,187,157,159,9999999
20605,20109,7,129,177,7,7,7
20605,11000,164,186,186,164,164,9999999
20605,10807,120,192,198,134,120,9999999
20605,20501,11,137,165,75,75,11
20605,20709,13,109,173,53,49,13
20605,11006,156,202,196,164,156,9999999
20605,11003,146,190,188,146,148,9999999
20605,10104,147,193,189,147,153,9999999
20605,20101,7,127,183,7,7,7
20605,10601,150,184,186,150,154,9999999
20605,10800,154,190,184,160,154,9999999
20605,20906,15,117,167,115,75,15
20605,20704,13,127,177,101,41,13
20605,20900,15,119,173,67,53,15
20605,20703,13,127,171,89,83,13
20605,10308,147,191,177,151,147,9999999
20605,20205,8,136,178,8,8,8
20605,20509,11,121,167,69,69,11
20605,10107,149,189,195,151,149,9999999
20605,20306,9,125,167,11,11,9
20605,10607,150,182,180,150,154,9999999
20605,10402,150,192,186,152,150,9999999
20605,20302,9,123,175,9,9,9
20605,20401,10,154,180,70,70,10
20605,20508,11,169,173,25,25,11
20605,10406,130,194,186,130,160,9999999
20605,20800,14,164,172,60,106,14
20605,20400,10,168,166,76,148,10
20605,10404,148,192,186,148,154,9999999
20605,10101,139,189,189,139,139,9999999
20605,20805,14,152,170,114,134,14
20605,10804,132,200,196,132,168,9999999
20605,11008,152,188,188,152,160,9999999
20605,10204,152,192,180,152,154,9999999
20605,20707,13,115,179,21,23,13
20605,20701,13,167,171,57,111,13
20605,20903,15,145,167,65,45,15
20605,10507,153,193,197,153,155,9999999
20605,21004,16,164,186,88,92,16
20605,20904,15,115,167,21,21,15
20605,10900,149,179,177,149,153,9999999
20605,20606,12,148,152,124,46,12
20605,10502,145,185,187,145,155,9999999
20605,20908,15,119,157,75,61,15
20605,10905,147,191,193,147,157,9999999
20605,10408,144,192,192,144,166,9999999
20605,20406,10,160,166,22,22,10
20605,10608,156,182,188,164,156,9999999
20605,10106,151,187,193,151,155,9999999
20605,10200,148,188,188,148,162,9999999
20605,10400,128,188,194,128,158,9999999
20605,20809,10,130,174,10,10,14
20605,20901,15,155,179,81,81,15
20605,10805,126,196,196,126,162,9999999
20605,21002,16,148,144,60,58,16
20605,20702,13,147,177,71,103,13
20605,10300,145,191,185,147,145,9999999
20605,10205,148,194,186,148,156,9999999
20605,10702,155,191,187,161,155,9999999
20605,20905,15,161,171,173,89,15
20605,11007,144,192,192,144,148,9999999
20605,20505,11,137,163,73,123,11
20605,20503,11,153,171,49,39,11
20605,20506,11,123,167,19,19,11
20605,20200,8,130,170,30,10,8
20605,10508,153,195,195,153,157,9999999
20605,21003,16,130,174,42,34,16
20605,20309,9,143,179,23,17,9
20605,20402,10,114,164,60,60,10
20605,20907,15,129,173,17,17,15
20605,20300,9,129,165,31,21,9
20605,20209,8,126,178,16,16,8
20605,10202,148,186,188,168,148,9999999
20605,10103,155,183,187,155,161,9999999
20605,20807,14,114,174,86,116,14
20605,20305,9,157,175,9,9,9
20605,20708,13,153,175,39,35,13
20605,10208,152,190,182,152,154,9999999
20605,20304,9,149,181,71,119,9
20605,10100,153,193,181,153,153,9999999
20605,10709,147,185,195,147,149,9999999
20605,10704,143,189,185,143,151,9999999
20605,2,6,128,180,6,6,6
20605,20409,10,116,162,34,38,10
20605,10806,146,186,186,146,146,9999999
20605,10701,153,197,191,153,155,9999999
20605,10803,156,192,194,156,158,9999999
20605,20808,14,126,178,58,138,14
20605,10703,141,191,191,141,159,9999999
20605,20803,14,146,152,24,14,14
20605,21001,16,142,152,74,66,16
20605,11004,158,188,188,176,158,9999999
20605,20103,7,125,179,7,7,7
20605,10909,139,197,189,143,139,9999999
20605,10306,151,187,183,155,151,9999999
20605,10603,148,188,188,150,148,9999999
20605,10604,148,190,188,148,148,9999999
20605,10303,151,191,187,151,163,9999999
20605,20902,15,155,179,117,125,15
20605,20100,7,131,181,7,7,7
20605,20404,10,136,158,112,72,10
20605,10801,148,184,198,148,148,9999999
20605,1,152,192,184,152,152,9999999
20605,10405,150,192,188,150,152,9999999
20605,20802,14,168,174,142,136,14
20605,10506,153,191,193,157,153,9999999
20605,10206,152,188,180,152,152,9999999
20605,10808,144,190,184,144,160,9999999
20605,20107,7,153,175,7,7,7
20605,20106,7,133,167,7,7,7
20605,20207,4,122,176,4,4,8
20605,20301,7,129,165,7,7,9
20605,20609,8,126,172,8,8,12
20605,10307,149,185,177,149,153,9999999
20605,10903,157,187,191,157,163,9999999
20605,11001,156,180,186,156,156,9999999
20605,10600,138,190,190,148,138,9999999
20605,20307,9,171,177,65,119,9
20605,20603,12,154,184,144,146,12
20605,10902,127,183,189,127,127,9999999
20605,20208,8,118,172,110,36,8
20605,20504,11,155,181,63,135,11
20605,10108,153,191,185,153,155,9999999
20605,20201,8,156,176,8,8,8
20605,10505,145,187,189,145,145,9999999
20605,21008,16,164,166,104,86,16
20605,20909,15,137,179,81,141,15
20605,20706,13,139,163,33,37,13
20605,10309,139,195,191,151,139,9999999
20605,20602,12,140,142,38,14,12
20605,10705,151,181,187,151,153,9999999
20605,20500,11,145,165,23,11,11
20605,11002,150,186,186,150,150,9999999
20605,20102,7,151,173,29,9,7
20605,20407,10,116,164,68,68,10
20605,20600,8,106,178,8,8,12
20605,20206,8,134,172,8,8,8
20605,20608,12,152,170,74,122,12
20605,20502,7,123,159,7,7,11
20605,10209,150,188,182,152,150,9999999
20605,10904,149,197,185,149,153,9999999
20605,10203,140,190,188,140,164,9999999
20605,11005,152,194,196,152,164,9999999
20605,10908,149,183,187,149,153,9999999
20605,20202,8,108,172,12,10,8
20605,10105,153,185,187,153,155,9999999
20605,10409,154,186,192,154,154,9999999
20605,10401,130,192,188,130,176,9999999
20605,10708,151,177,187,151,157,9999999
20605,10605,142,184,188,154,142,9999999
20605,20804,14,126,180,24,14,14
20605,10706,149,187,195,149,153,9999999
20605,10504,157,187,187,157,157,9999999
20605,10109,149,187,189,153,149,9999999
20605,10809,152,186,192,152,152,9999999
20605,10500,149,189,185,151,149,9999999
20601,20403,10,148,190,168,168,10
20601,20408,10,160,186,170,170,10
20601,10609,166,190,196,166,168,9999999
20601,10907,163,195,195,175,163,9999999
20601,20405,10,102,180,118,132,10
20601,20607,12,150,188,168,164,12
20601,10509,159,195,191,159,167,9999999
20601,20203,8,134,172,168,164,8
20601,21007,16,158,184,176,176,16
20601,20705,13,133,179,137,181,13
20601,10700,165,199,191,165,169,9999999
20601,10906,161,197,189,161,163,9999999
20601,10305,165,191,197,165,171,9999999
20601,20700,13,137,175,169,165,13
20601,20801,14,158,194,142,134,14
20601,10802,150,202,198,150,152,9999999
20601,10304,161,193,201,161,169,9999999
20601,10302,159,187,199,161,159,9999999
20601,20604,12,138,184,176,174,12
20601,20605,12,150,182,162,162,12
20601,20601,0,0,176,0,0,0
20601,10201,154,188,194,164,154,9999999
20601,20105,7,157,179,169,165,7
20601,10606,164,194,194,164,164,9999999
20601,10707,163,195,197,171,163,9999999
20601,21005,16,134,176,92,90,16
20601,10901,169,195,199,175,169,9999999
20601,20308,9,149,185,187,183,9
20601,21006,16,146,176,82,116,16
20601,21000,16,172,190,128,84,16
20601,10407,156,192,198,156,164,9999999
20601,20303,9,151,169,141,137,9
20601,20806,14,134,178,166,166,14
20601,20507,11,131,175,43,43,11
20601,20204,8,142,184,168,164,8
20601,10602,156,186,200,176,156,9999999
20601,10207,140,194,194,162,140,9999999
20601,10102,159,191,197,159,169,9999999
20601,10301,161,187,195,161,165,9999999
20601,20104,7,159,179,169,165,7
20601,10403,160,198,194,164,160,9999999
20601,20108,7,143,183,169,165,7
20601,10501,169,191,193,169,173,9999999
20601,10503,167,191,199,171,167,9999999
20601,20109,7,157,177,165,161,7
20601,11000,174,194,198,174,176,9999999
20601,10807,174,192,192,184,174,9999999
20601,20501,11,143,187,175,169,11
20601,20709,13,135,187,173,173,13
20601,11006,154,190,202,154,154,9999999
20601,11003,170,192,192,174,170,9999999
20601,10104,159,191,195,159,167,9999999
20601,20101,7,159,181,171,167,7
20601,10601,154,194,196,154,164,9999999
20601,10800,174,188,200,174,176,9999999
20601,20906,15,169,181,173,165,15
20601,20704,13,161,189,141,161,13
20601,20900,15,153,183,171,171,15
20601,20703,13,159,187,189,189,13
20601,10308,161,193,191,161,161,9999999
20601,20205,8,134,172,168,164,8
20601,20509,11,151,181,183,171,11
20601,10107,161,193,197,179,161,9999999
20601,20306,9,143,191,171,167,9
20601,10607,162,180,194,162,176,9999999
20601,10402,156,190,198,156,166,9999999
20601,20302,9,145,187,169,165,9
20601,20401,10,110,180,56,62,10
20601,20508,11,157,179,149,149,11
20601,10406,152,198,196,172,152,9999999
20601,20800,14,166,184,140,170,14
20601,20400,10,154,184,128,168,10
20601,10404,164,190,202,164,166,9999999
20601,10101,151,193,197,151,165,9999999
20601,20805,14,186,184,164,164,14
20601,10804,176,192,196,176,176,9999999
20601,11008,162,196,196,166,162,9999999
20601,10204,158,188,200,164,158,9999999
20601,20707,13,145,177,171,167,13
20601,20701,13,171,181,141,179,13
20601,20903,15,171,183,187,185,15
20601,10507,161,199,195,169,161,9999999
20601,21004,16,176,172,46,46,16
20601,20904,15,139,177,167,165,15
20601,10900,159,191,191,159,177,9999999
20601,20606,12,178,176,184,158,12
20601,10502,161,193,203,161,169,9999999
20601,20908,15,153,179,185,181,15
20601,10905,161,191,201,165,161,9999999
20601,10408,160,196,196,168,160,9999999
20601,20406,10,176,184,170,170,10
20601,10608,166,192,196,166,174,9999999
20601,10106,157,191,199,157,169,9999999
20601,10200,152,194,194,164,152,9999999
20601,10400,150,196,194,158,150,9999999
20601,20809,14,158,180,164,160,14
20601,20901,15,163,189,173,167,15
20601,10805,152,194,200,168,152,9999999
20601,21002,16,162,188,162,162,16
20601,20702,13,149,187,141,171,13
20601,10300,157,191,201,157,165,9999999
20601,10205,160,190,200,160,176,9999999
20601,10702,169,191,195,169,171,9999999
20601,20905,15,159,179,145,145,15
20601,11007,164,190,194,178,164,9999999
20601,20505,11,177,167,183,175,11
20601,20503,11,173,181,159,167,11
20601,20506,11,145,177,159,159,11
20601,20200,8,138,188,144,140,8
20601,10508,165,199,195,175,165,9999999
20601,21003,16,156,192,174,170,16
20601,20309,9,133,177,155,145,9
20601,20402,10,148,184,186,166,10
20601,20907,15,147,177,159,159,15
20601,20300,9,149,181,171,167,9
20601,20209,8,136,182,176,160,8
20601,10202,156,194,196,156,166,9999999
20601,10103,163,185,197,167,163,9999999
20601,20807,14,164,174,140,180,14
20601,20305,9,167,179,167,163,9
20601,20708,13,165,171,167,167,13
20601,10208,162,192,200,162,166,9999999
20601,20304,9,139,177,133,167,9
20601,10100,161,191,197,161,167,9999999
20601,10709,163,195,191,173,163,9999999
20601,10704,167,185,197,169,167,9999999
20601,2,6,156,178,168,164,6
20601,20409,10,128,184,164,158,10
20601,10806,156,188,200,178,156,9999999
20601,10701,161,181,195,161,163,9999999
20601,10803,160,194,190,160,174,9999999
